trade_date,entry_time,exit_time,model_version,account,strategy_name,bot_name,ab_mode,symbol,instrument,direction,contracts,entry_price,exit_price,gross_pnl,net_pnl,ticks,win_loss,exit_reason,entry_regime,entry_macro,entry_hmm,entry_phase,entry_confidence,entry_reason_code,broad_agree,v3c_regime_at_entry,trade_duration_min,risk_reward_actual,session_trade_rank,daily_pnl_running,export_timestamp,data_quality_flag
2026-05-01,2026-05-01 11:12:15,2026-05-01 11:14:10,STANDALONE,SimADX1,NQ_Momo_5m_OG,NQ Fader B,N/A,NQ,NQ JUN26,LONG,1,27820.0,27833.5,270.0,270.0,54.0,WIN,STOP_HIT,ROTATION_LIQUID,ROTATION,Transition,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,1.92,,1,270.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:12:15,2026-05-01 11:14:10,STANDALONE,SimADX1,NQ_Momo_5m_OG,NQ_ADX_C,N/A,NQ,NQ JUN26,LONG,1,27820.0,27833.5,270.0,270.0,54.0,WIN,STOP_HIT,ROTATION_LIQUID,ROTATION,Transition,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,1.92,,2,540.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:12:15,2026-05-01 11:14:10,STANDALONE,SimADX1,NQ_Momo_5m_OG,UNMAPPED,N/A,NQ,NQ JUN26,LONG,1,27820.0,27833.5,270.0,270.0,54.0,WIN,STOP_HIT,ROTATION_LIQUID,ROTATION,Transition,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,1.92,,3,810.0,2026-05-01 17:50:50,UNMAPPED_BOT
2026-05-01,2026-05-01 11:12:15,2026-05-01 11:14:10,STANDALONE,SimADX1,NQ_Momo_5m_OG,NQ Fader A,N/A,NQ,NQ JUN26,LONG,1,27820.0,27833.5,270.0,270.0,54.0,WIN,STOP_HIT,ROTATION_LIQUID,ROTATION,Transition,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,1.92,,4,1080.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:12:15,2026-05-01 11:14:10,STANDALONE,SimADX1,NQ_Momo_5m_OG,NQ Expansion A,N/A,NQ,NQ JUN26,LONG,1,27820.0,27833.5,270.0,270.0,54.0,WIN,STOP_HIT,ROTATION_LIQUID,ROTATION,Transition,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,1.92,,5,1350.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:12:15,2026-05-01 11:14:10,STANDALONE,SimADX1,NQ_Momo_5m_OG,NQ Expansion B,N/A,NQ,NQ JUN26,LONG,1,27820.0,27833.5,270.0,270.0,54.0,WIN,STOP_HIT,ROTATION_LIQUID,ROTATION,Transition,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,1.92,,6,1620.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:12:15,2026-05-01 11:14:10,STANDALONE,SimADX1,NQ_Momo_5m_OG,NQ_Sniper_A,N/A,NQ,NQ JUN26,LONG,1,27820.0,27833.5,270.0,270.0,54.0,WIN,STOP_HIT,ROTATION_LIQUID,ROTATION,Transition,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,1.92,,7,1890.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:12:15,2026-05-01 11:14:10,STANDALONE,SimADX1,NQ_Momo_5m_OG,NQ Momentum A,N/A,NQ,NQ JUN26,LONG,1,27820.0,27833.5,270.0,270.0,54.0,WIN,STOP_HIT,ROTATION_LIQUID,ROTATION,Transition,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,1.92,,8,2160.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:12:15,2026-05-01 11:14:10,STANDALONE,SimADX1,NQ_Momo_5m_OG,NQ Momentum B,N/A,NQ,NQ JUN26,LONG,1,27820.0,27833.5,270.0,270.0,54.0,WIN,STOP_HIT,ROTATION_LIQUID,ROTATION,Transition,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,1.92,,9,2430.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:12:15,2026-05-01 11:14:10,STANDALONE,SimADX1,NQ_Momo_5m_OG,NQ_Sniper_B,N/A,NQ,NQ JUN26,LONG,1,27820.0,27833.5,270.0,270.0,54.0,WIN,STOP_HIT,ROTATION_LIQUID,ROTATION,Transition,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,1.92,,10,2700.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:12:15,2026-05-01 11:14:10,STANDALONE,SimADX1,NQ_Momo_5m_OG,NQ_ADX_A,N/A,NQ,NQ JUN26,LONG,1,27820.0,27833.5,270.0,270.0,54.0,WIN,STOP_HIT,ROTATION_LIQUID,ROTATION,Transition,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,1.92,,11,2970.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:12:15,2026-05-01 11:14:10,STANDALONE,SimADX1,NQ_Momo_5m_OG,NQ_ADX_B,N/A,NQ,NQ JUN26,LONG,1,27820.0,27833.5,270.0,270.0,54.0,WIN,STOP_HIT,ROTATION_LIQUID,ROTATION,Transition,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,1.92,,12,3240.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:12:15,2026-05-01 11:14:10,STANDALONE,SimADX1,NQ_Momo_5m_OG,UNMAPPED,N/A,NQ,NQ JUN26,LONG,1,27820.0,27833.5,270.0,270.0,54.0,WIN,STOP_HIT,ROTATION_LIQUID,ROTATION,Transition,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,1.92,,13,3510.0,2026-05-01 17:50:50,UNMAPPED_BOT
2026-05-01,2026-05-01 11:01:27,2026-05-01 11:10:00,STANDALONE,SimMomo1,Momo_5M_OG,UNMAPPED,N/A,NQ,NQ JUN26,SHORT,1,27782.0,27800.75,-375.0,-375.0,-75.0,LOSS,SLOPE_EXIT,ROTATION_LIQUID,ROTATION,TrendDown,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,8.55,,1,-375.0,2026-05-01 17:50:50,UNMAPPED_BOT
2026-05-01,2026-05-01 11:01:27,2026-05-01 11:10:00,STANDALONE,SimMomo1,Momo_5M_OG,NQ Momentum A,N/A,NQ,NQ JUN26,SHORT,1,27782.0,27800.75,-375.0,-375.0,-75.0,LOSS,SLOPE_EXIT,ROTATION_LIQUID,ROTATION,TrendDown,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,8.55,,2,-750.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:01:27,2026-05-01 11:10:00,STANDALONE,SimMomo1,Momo_5M_OG,NQ Fader A,N/A,NQ,NQ JUN26,SHORT,1,27782.0,27800.75,-375.0,-375.0,-75.0,LOSS,SLOPE_EXIT,ROTATION_LIQUID,ROTATION,TrendDown,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,8.55,,3,-1125.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:01:27,2026-05-01 11:10:00,STANDALONE,SimMomo1,Momo_5M_OG,NQ Expansion A,N/A,NQ,NQ JUN26,SHORT,1,27782.0,27800.75,-375.0,-375.0,-75.0,LOSS,SLOPE_EXIT,ROTATION_LIQUID,ROTATION,TrendDown,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,8.55,,4,-1500.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:01:27,2026-05-01 11:10:00,STANDALONE,SimMomo1,Momo_5M_OG,NQ Expansion B,N/A,NQ,NQ JUN26,SHORT,1,27782.0,27800.75,-375.0,-375.0,-75.0,LOSS,SLOPE_EXIT,ROTATION_LIQUID,ROTATION,TrendDown,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,8.55,,5,-1875.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:01:27,2026-05-01 11:10:00,STANDALONE,SimMomo1,Momo_5M_OG,NQ_ADX_C,N/A,NQ,NQ JUN26,SHORT,1,27782.0,27800.75,-375.0,-375.0,-75.0,LOSS,SLOPE_EXIT,ROTATION_LIQUID,ROTATION,TrendDown,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,8.55,,6,-2250.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:01:27,2026-05-01 11:10:00,STANDALONE,SimMomo1,Momo_5M_OG,NQ Fader B,N/A,NQ,NQ JUN26,SHORT,1,27782.0,27800.75,-375.0,-375.0,-75.0,LOSS,SLOPE_EXIT,ROTATION_LIQUID,ROTATION,TrendDown,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,8.55,,7,-2625.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:01:27,2026-05-01 11:10:00,STANDALONE,SimMomo1,Momo_5M_OG,NQ_ADX_B,N/A,NQ,NQ JUN26,SHORT,1,27782.0,27800.75,-375.0,-375.0,-75.0,LOSS,SLOPE_EXIT,ROTATION_LIQUID,ROTATION,TrendDown,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,8.55,,8,-3000.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:01:27,2026-05-01 11:10:00,STANDALONE,SimMomo1,Momo_5M_OG,NQ Momentum B,N/A,NQ,NQ JUN26,SHORT,1,27782.0,27800.75,-375.0,-375.0,-75.0,LOSS,SLOPE_EXIT,ROTATION_LIQUID,ROTATION,TrendDown,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,8.55,,9,-3375.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:01:27,2026-05-01 11:10:00,STANDALONE,SimMomo1,Momo_5M_OG,NQ_Sniper_A,N/A,NQ,NQ JUN26,SHORT,1,27782.0,27800.75,-375.0,-375.0,-75.0,LOSS,SLOPE_EXIT,ROTATION_LIQUID,ROTATION,TrendDown,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,8.55,,10,-3750.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:01:27,2026-05-01 11:10:00,STANDALONE,SimMomo1,Momo_5M_OG,NQ_ADX_A,N/A,NQ,NQ JUN26,SHORT,1,27782.0,27800.75,-375.0,-375.0,-75.0,LOSS,SLOPE_EXIT,ROTATION_LIQUID,ROTATION,TrendDown,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,8.55,,11,-4125.0,2026-05-01 17:50:50,OK
2026-05-01,2026-05-01 11:01:27,2026-05-01 11:10:00,STANDALONE,SimMomo1,Momo_5M_OG,UNMAPPED,N/A,NQ,NQ JUN26,SHORT,1,27782.0,27800.75,-375.0,-375.0,-75.0,LOSS,SLOPE_EXIT,ROTATION_LIQUID,ROTATION,TrendDown,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,8.55,,12,-4500.0,2026-05-01 17:50:50,UNMAPPED_BOT
2026-05-01,2026-05-01 11:01:27,2026-05-01 11:10:00,STANDALONE,SimMomo1,Momo_5M_OG,NQ_Sniper_B,N/A,NQ,NQ JUN26,SHORT,1,27782.0,27800.75,-375.0,-375.0,-75.0,LOSS,SLOPE_EXIT,ROTATION_LIQUID,ROTATION,TrendDown,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,1,ROTATION_ILLIQUID,8.55,,13,-4875.0,2026-05-01 17:50:50,OK
