trade_date,entry_time,exit_time,model_version,account,strategy_name,bot_name,ab_mode,symbol,instrument,direction,contracts,entry_price,exit_price,gross_pnl,net_pnl,ticks,win_loss,exit_reason,initial_stop_price,initial_stop_distance,entry_regime,entry_macro,entry_hmm,entry_phase,entry_confidence,entry_reason_code,broad_agree,v3c_regime_at_entry,trade_duration_min,r_multiple,risk_reward_actual,session_trade_rank,daily_pnl_running,export_timestamp,data_quality_flag
2026-05-05,2026-05-05 10:13:34,2026-05-05 10:13:34,V3C,SimMomo1,MomentumSlopeStrategy v1.2,15 Range Momentum V1A,N/A,NQ,NQ JUN26,SHORT,1,28073.5,28060.5,260.0,260.0,52.0,WIN,TARGET_HIT,,,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,PRE_IB_MATURATION,69,DEVELOPING_INITIATIVE_PHASE_AWARE,1,TREND_COMPRESSION,0.0,,,1,260.0,2026-05-05 16:38:01,OK
2026-05-05,2026-05-05 10:13:34,2026-05-05 10:13:34,V3C,SimMomo1,MomentumSlopeStrategy v1.2,OG_MomentumSlope_v1_2,N/A,NQ,NQ JUN26,SHORT,1,28073.5,28060.5,255.64,251.28,50.3,WIN,TARGET_HIT,28092.5,380.0,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,PRE_IB_MATURATION,69,DEVELOPING_INITIATIVE_PHASE_AWARE,1,TREND_COMPRESSION,0.0,0.66,0.66,2,511.28,2026-05-05 16:38:01,OK
2026-05-05,2026-05-05 10:13:35,2026-05-05 10:14:34,V3C,SimMomo1,MomentumSlopeStrategy v1.2,OG_MomentumSlope_v1_2,N/A,NQ,NQ JUN26,SHORT,1,28059.5,28046.25,260.64,256.28,51.3,WIN,TARGET_HIT,28079.75,405.0,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,PRE_IB_MATURATION,69,DEVELOPING_INITIATIVE_PHASE_AWARE,1,TREND_COMPRESSION,0.98,0.63,0.63,3,767.56,2026-05-05 16:38:01,OK
2026-05-05,2026-05-05 10:22:53,2026-05-05 10:24:00,V3C,SimMomo1,MomentumSlopeStrategy v1.2,15 Range Momentum V1A,N/A,NQ,NQ JUN26,LONG,1,28088.5,28092.75,85.0,85.0,17.0,WIN,SLOPE_EXIT,,,ROTATION_ILLIQUID,BRACKET_MACRO,TrendUp,PRE_IB_MATURATION,62,COMPRESSED_BALANCE_LOW_EDGE,0,TREND_COMPRESSION,1.12,,,4,852.56,2026-05-05 16:38:01,OK
2026-05-05,2026-05-05 10:22:53,2026-05-05 10:24:00,V3C,SimMomo1,MomentumSlopeStrategy v1.2,OG_MomentumSlope_v1_2,N/A,NQ,NQ JUN26,LONG,1,28088.5,28092.75,80.64,76.28,15.3,WIN,SLOPE_EXIT,28064.75,475.0,ROTATION_ILLIQUID,BRACKET_MACRO,TrendUp,PRE_IB_MATURATION,62,COMPRESSED_BALANCE_LOW_EDGE,0,TREND_COMPRESSION,1.12,0.16,0.16,5,928.84,2026-05-05 16:38:01,OK
2026-05-05,2026-05-05 10:39:16,2026-05-05 10:40:59,V3C,SimMomo1,MomentumSlopeStrategy v1.2,OG_MomentumSlope_v1_2,N/A,NQ,NQ JUN26,SHORT,1,28094.5,28093.5,15.64,11.28,2.3,WIN,SLOPE_EXIT,28114.25,395.0,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,POST_IB_MACRO,67,DEVELOPING_INITIATIVE_PHASE_AWARE,0,TREND_COMPRESSION,1.72,0.03,0.03,6,940.12,2026-05-05 16:38:01,OK
2026-05-05,2026-05-05 10:39:17,2026-05-05 10:40:59,V3C,SimMomo1,MomentumSlopeStrategy v1.2,15 Range Momentum V1A,N/A,NQ,NQ JUN26,LONG,2,28093.25,28093.5,10.0,10.0,1.0,WIN,SLOPE_EXIT,,,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,POST_IB_MACRO,67,DEVELOPING_INITIATIVE_PHASE_AWARE,0,TREND_COMPRESSION,1.7,,,7,950.12,2026-05-05 16:38:01,OK
2026-05-05,2026-05-05 10:43:12,2026-05-05 10:44:38,V3C,SimMomo1,MomentumSlopeStrategy v1.2,OG_MomentumSlope_v1_2,N/A,NQ,NQ JUN26,LONG,1,28108.25,28090.5,-359.36,-363.72,-72.7,LOSS,STOP_HIT,28090.75,350.0,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,POST_IB_MACRO,67,DEVELOPING_INITIATIVE_PHASE_AWARE,0,TREND_COMPRESSION,1.43,-1.04,-1.04,8,586.4,2026-05-05 16:38:01,OK
2026-05-05,2026-05-05 10:44:38,2026-05-05 10:46:03,V3C,SimMomo1,MomentumSlopeStrategy v1.2,OG_MomentumSlope_v1_2,N/A,NQ,NQ JUN26,SHORT,1,28090.5,28101.25,-219.36,-223.72,-44.7,LOSS,SLOPE_EXIT,28108.75,365.0,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,POST_IB_MACRO,67,DEVELOPING_INITIATIVE_PHASE_AWARE,0,TREND_COMPRESSION,1.42,-0.61,-0.61,9,362.68,2026-05-05 16:38:01,OK
2026-05-05,2026-05-05 10:44:38,2026-05-05 10:46:03,V3C,SimMomo1,MomentumSlopeStrategy v1.2,15 Range Momentum V1A,N/A,NQ,NQ JUN26,SHORT,1,28090.5,28101.25,-215.0,-215.0,-43.0,LOSS,SLOPE_EXIT,,,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,POST_IB_MACRO,67,DEVELOPING_INITIATIVE_PHASE_AWARE,0,TREND_COMPRESSION,1.42,,,10,147.68,2026-05-05 16:38:01,OK
