SnapshotTimestamp,MacroTimestamp,MicroTimestamp,Instrument,MacroRegime,MacroPlaybook,HMM_Micro,Phase,CandidateRegime,FinalRegime,FinalDirection,RegimeConfidence,ConflictScore,ReasonCode,PersistenceStatus,PendingCount,Velocity3CP,HMMFlipCount,PhaseBucket,DevelopingInitiativeScore,InitiativeDirection,RollingEfficiency10m,RollingEfficiency20m,LocalNetMove10mAtr,SameSideVwapMinutes,VwapHoldCount,LateExtensionPenalty,HMMStateProb,HMMStateMargin,HMMStateEntropy,HMMStateAge,IBExtensionPct,CloseVsVwapAtr,NetMoveAtr,DirectionalEfficiency,ReturnedToOpenFlag,TwoSidedTradeFlag,ValueBreakAcceptFlag,LastPrice,Atr5m,Adx5m,Chop5m,Rvol5m,StaleDataFlag,StaleReason,HMMStateAgeBars,AsymHysteresisReason,AsymHysteresisGateOpen,AsymHysteresisEnabled,AllowMomo,AllowAdxx,AllowPine,AllowEsScalper,AllowBracketSniper,AllowExpansionBot,AllowCompressionBot,AllowFadeBot,AllowLong,AllowShort,AllowMomoLong,AllowMomoShort
2026-05-06 16:01:31,2026-05-06 16:00:00,2026-05-06 16:00:00,NQ,BRACKET_MACRO,TREND_EXPANSION,TrendDown,CASH_CLOSE,TREND_EXPANSION,TREND_EXPANSION,SHORT,87,50,IB_BREAKOUT_VWAP_ACCEPTANCE_OVERRIDE,UNCHANGED,0,2.28,1,CLOSE,84.0,LONG,1.0,0.44,2.183288409703504,325.0,34.0,100.0,0.9988234803246004,0.99764696065082,0.0065726888482522,3,1.201470588235294,8.956436747638007,17.452830188679243,0.0651179162266807,0,1,0,28710.25,18.55,,,,False,FRESH,2,HYST_PASSED_TRENDDOWN_AGE_2,True,True,False,True,True,False,False,True,False,False,False,True,False,False
