trade_date,entry_time,exit_time,model_version,account,strategy_name,bot_name,exported_strategy_name,exported_bot_name,registry_strategy_name,registry_bot_name,registry_tab_name,registry_chart_location,source_file,ab_mode,symbol,instrument,direction,contracts,entry_price,exit_price,gross_pnl,net_pnl,ticks,win_loss,exit_reason,initial_stop_price,initial_stop_distance,entry_regime,entry_macro,entry_hmm,entry_phase,entry_confidence,entry_reason_code,broad_agree,v3c_regime_at_entry,trade_duration_min,r_multiple,risk_reward_actual,session_trade_rank,daily_pnl_running,export_timestamp,data_quality_flag
2026-05-06,2026-05-06 10:09:39,2026-05-06 10:10:26,V3C,SimMomo1,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_MomentumSlope_v1_2_TradeLog.csv,OG,NQ,NQ JUN26,LONG,1,28466.0,28487.5,425.64,421.28,84.3,WIN,TARGET_HIT,28434.5,630.0,ROTATION_ILLIQUID,REVERSION_STRUCTURE,TrendUp,END_FIRST_WINDOW,62,COMPRESSED_BALANCE_LOW_EDGE,0,TREND_COMPRESSION,0.78,0.67,0.67,1,421.28,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 10:09:39,2026-05-06 10:10:26,V3C,SimMomo1,MomentumSlopeStrategy v1.2,Momo 1mHA OG,,NQ_ADX_C,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\V3D\TradeLog\V3D_TradeLog.csv,N/A,NQ,NQ JUN26,LONG,1,28466.0,28487.5,430.0,430.0,86.0,WIN,TARGET_HIT,,,ROTATION_ILLIQUID,REVERSION_STRUCTURE,TrendUp,END_FIRST_WINDOW,62,COMPRESSED_BALANCE_LOW_EDGE,0,TREND_COMPRESSION,0.78,,,2,851.28,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 10:11:00,2026-05-06 10:13:00,V3C,SimMomo1,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_MomentumSlope_v1_2_TradeLog.csv,OG,NQ,NQ JUN26,LONG,1,28457.75,28499.25,825.64,821.28,164.3,WIN,TARGET_HIT,28444.5,265.0,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,PRE_IB_MATURATION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,0,TREND_COMPRESSION,2.0,3.1,3.1,3,1672.56,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 10:17:38,2026-05-06 10:18:34,V3C,SimMomo1,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_MomentumSlope_v1_2_TradeLog.csv,OG,NQ,NQ JUN26,SHORT,1,28438.25,28418.5,390.64,386.28,77.3,WIN,TARGET_HIT,28466.5,565.0,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,PRE_IB_MATURATION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,0,TREND_COMPRESSION,0.93,0.68,0.68,4,2058.84,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 10:19:00,2026-05-06 10:19:00,V3C,SimMomo1,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_MomentumSlope_v1_2_TradeLog.csv,OG,NQ,NQ JUN26,SHORT,1,28452.0,28414.75,740.64,736.28,147.3,WIN,TARGET_HIT,28465.0,260.0,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,PRE_IB_MATURATION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,0,TREND_COMPRESSION,0.0,2.83,2.83,5,2795.12,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 10:25:16,2026-05-06 10:29:24,V3C,SimMomo1,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_MomentumSlope_v1_2_TradeLog.csv,OG,NQ,NQ JUN26,LONG,1,28451.75,28449.0,-59.36,-63.72,-12.7,LOSS,SLOPE_EXIT,28423.25,570.0,TRANSITION,MEAN_REVERSION_MACRO,TrendUp,PRE_IB_MATURATION,55,HIGH_CONFLICT_STAGE_A_B_OR_PRICE_ACTION,0,TRANSITION,4.13,-0.11,-0.11,6,2731.4,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 10:25:16,2026-05-06 10:29:24,V3C,SimMomo1,MomentumSlopeStrategy v1.2,Momo 1mHA OG,,NQ_ADX_C,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\V3D\TradeLog\V3D_TradeLog.csv,N/A,NQ,NQ JUN26,LONG,1,28451.75,28449.0,-55.0,-55.0,-11.0,LOSS,SLOPE_EXIT,,,TRANSITION,MEAN_REVERSION_MACRO,TrendUp,PRE_IB_MATURATION,55,HIGH_CONFLICT_STAGE_A_B_OR_PRICE_ACTION,0,TRANSITION,4.13,,,7,2676.4,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 11:13:17,2026-05-06 11:13:34,V3C,SimMomo1,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_MomentumSlope_v1_2_TradeLog.csv,OG,NQ,NQ JUN26,SHORT,1,28530.75,28521.75,175.64,171.28,34.3,WIN,TARGET_HIT,28544.75,280.0,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,MID_MORNING_DISCOVERY,75,DEVELOPING_INITIATIVE_PHASE_AWARE,0,TREND_COMPRESSION,0.28,0.61,0.61,8,2847.68,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 11:13:17,2026-05-06 11:13:34,V3C,SimMomo1,MomentumSlopeStrategy v1.2,Momo 1mHA OG,,NQ_ADX_C,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\V3D\TradeLog\V3D_TradeLog.csv,N/A,NQ,NQ JUN26,SHORT,1,28530.75,28521.75,180.0,180.0,36.0,WIN,TARGET_HIT,,,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,MID_MORNING_DISCOVERY,75,DEVELOPING_INITIATIVE_PHASE_AWARE,0,TREND_COMPRESSION,0.28,,,9,3027.68,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 11:13:34,2026-05-06 11:14:53,V3C,SimMomo1,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_MomentumSlope_v1_2_TradeLog.csv,OG,NQ,NQ JUN26,SHORT,1,28523.25,28537.5,-289.36,-293.72,-58.7,LOSS,STOP_HIT,28537.5,285.0,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,MID_MORNING_DISCOVERY,75,DEVELOPING_INITIATIVE_PHASE_AWARE,0,TREND_COMPRESSION,1.32,-1.03,-1.03,10,2733.96,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 11:14:51,2026-05-06 11:14:53,V3C,SimMomo1,MomentumSlopeStrategy v1.2,Momo 1mHA OG,,NQ_ADX_C,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\V3D\TradeLog\V3D_TradeLog.csv,N/A,NQ,NQ JUN26,LONG,1,28534.0,28537.5,70.0,70.0,14.0,WIN,STOP_HIT,,,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,MID_MORNING_DISCOVERY,75,DEVELOPING_INITIATIVE_PHASE_AWARE,0,TREND_COMPRESSION,0.03,,,11,2803.96,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 11:15:00,2026-05-06 11:16:00,V3C,SimMomo1,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_MomentumSlope_v1_2_TradeLog.csv,OG,NQ,NQ JUN26,SHORT,1,28533.25,28542.75,-194.36,-198.72,-39.7,LOSS,STOP_HIT,28542.0,175.0,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,MID_MORNING_DISCOVERY,75,DEVELOPING_INITIATIVE_PHASE_AWARE,0,TREND_COMPRESSION,1.0,-1.14,-1.14,12,2605.24,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 11:16:50,2026-05-06 11:17:34,V3C,SimMomo1,MomentumSlopeStrategy v1.2,Momo 1mHA OG,,NQ_ADX_C,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\V3D\TradeLog\V3D_TradeLog.csv,N/A,NQ,NQ JUN26,LONG,1,28550.0,28559.75,195.0,195.0,39.0,WIN,TARGET_HIT,,,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,MID_MORNING_DISCOVERY,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,0,TREND_COMPRESSION,0.73,,,13,2800.24,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 11:16:50,2026-05-06 11:17:34,V3C,SimMomo1,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_MomentumSlope_v1_2_TradeLog.csv,OG,NQ,NQ JUN26,LONG,1,28550.0,28559.75,190.64,186.28,37.3,WIN,TARGET_HIT,28535.5,290.0,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,MID_MORNING_DISCOVERY,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,0,TREND_COMPRESSION,0.73,0.64,0.64,14,2986.52,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 11:18:00,2026-05-06 11:18:00,V3C,SimMomo1,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_MomentumSlope_v1_2_TradeLog.csv,OG,NQ,NQ JUN26,LONG,1,28547.75,28565.0,340.64,336.28,67.3,WIN,TARGET_HIT,28540.0,155.0,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,MID_MORNING_DISCOVERY,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,0,TREND_COMPRESSION,0.0,2.17,2.17,15,3322.8,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 11:36:33,2026-05-06 11:37:39,V3C,SimMomo1,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_MomentumSlope_v1_2_TradeLog.csv,OG,NQ,NQ JUN26,SHORT,1,28568.0,28559.5,165.64,161.28,32.3,WIN,TARGET_HIT,28580.0,240.0,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,MID_MORNING_DISCOVERY,70,DEVELOPING_INITIATIVE_PHASE_AWARE,0,TREND_COMPRESSION,1.1,0.67,0.67,16,3484.08,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 11:36:33,2026-05-06 11:37:39,V3C,SimMomo1,MomentumSlopeStrategy v1.2,Momo 1mHA OG,,NQ_ADX_C,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\V3D\TradeLog\V3D_TradeLog.csv,N/A,NQ,NQ JUN26,SHORT,1,28568.0,28559.5,170.0,170.0,34.0,WIN,TARGET_HIT,,,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,MID_MORNING_DISCOVERY,70,DEVELOPING_INITIATIVE_PHASE_AWARE,0,TREND_COMPRESSION,1.1,,,17,3654.08,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 11:38:00,2026-05-06 11:38:00,V3C,SimMomo1,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_MomentumSlope_v1_2_TradeLog.csv,OG,NQ,NQ JUN26,SHORT,1,28572.75,28562.5,200.64,196.28,39.3,WIN,TARGET_HIT,28583.0,205.0,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,MID_MORNING_DISCOVERY,76,DEVELOPING_INITIATIVE_PHASE_AWARE,0,TREND_COMPRESSION,0.0,0.96,0.96,18,3850.36,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 12:19:38,2026-05-06 12:22:14,V3C,SimMomo1,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_MomentumSlope_v1_2_TradeLog.csv,OG,NQ,NQ JUN26,SHORT,1,28572.0,28576.75,-99.36,-103.72,-20.7,LOSS,SLOPE_EXIT,28583.75,235.0,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,0,TREND_COMPRESSION,2.6,-0.44,-0.44,19,3746.64,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 12:19:38,2026-05-06 12:22:14,V3C,SimMomo1,MomentumSlopeStrategy v1.2,Momo 1mHA OG,,NQ_ADX_C,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\V3D\TradeLog\V3D_TradeLog.csv,N/A,NQ,NQ JUN26,SHORT,1,28572.0,28576.75,-95.0,-95.0,-19.0,LOSS,SLOPE_EXIT,,,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,0,TREND_COMPRESSION,2.6,,,20,3651.64,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 13:08:35,2026-05-06 13:10:00,V3C,SimMomo1,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_MomentumSlope_v1_2_TradeLog.csv,OG,NQ,NQ JUN26,LONG,1,28568.75,28562.5,-129.36,-133.72,-26.7,LOSS,SLOPE_EXIT,28556.75,240.0,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,POST_LUNCH_ROTATION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,0,TREND_COMPRESSION,1.42,-0.56,-0.56,21,3517.92,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 13:08:35,2026-05-06 13:10:00,V3C,SimMomo1,MomentumSlopeStrategy v1.2,Momo 1mHA OG,,NQ Expansion A,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\V3D\TradeLog\V3D_TradeLog.csv,N/A,NQ,NQ JUN26,LONG,1,28568.75,28562.5,-125.0,-125.0,-25.0,LOSS,SLOPE_EXIT,,,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,POST_LUNCH_ROTATION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,0,TREND_COMPRESSION,1.42,,,22,3392.92,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 13:10:00,2026-05-06 13:11:00,V3C,SimMomo1,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,NQ Momo OG 1m HA,OG_MomentumSlope_v1_2,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_MomentumSlope_v1_2_TradeLog.csv,OG,NQ,NQ JUN26,LONG,1,28562.0,28570.0,155.64,151.28,30.3,WIN,TARGET_HIT,28549.5,250.0,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,POST_LUNCH_ROTATION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,0,TREND_COMPRESSION,1.0,0.61,0.61,23,3544.2,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
2026-05-06,2026-05-06 13:10:07,2026-05-06 13:10:44,V3C,SimMomo1,MomentumSlopeStrategy v1.2,Momo 1mHA OG,,NQ Expansion A,MomentumSlopeStrategy v1.2,,Momo 1mHA OG,Bottom Middle,C:\Users\Valued Customer\NT8_Regimes\V3D\TradeLog\V3D_TradeLog.csv,N/A,NQ,NQ JUN26,LONG,1,28568.0,28576.5,170.0,170.0,34.0,WIN,TARGET_HIT,,,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,POST_LUNCH_ROTATION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,0,TREND_COMPRESSION,0.62,,,24,3714.2,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL
