trade_date,entry_time,exit_time,model_version,account,strategy_name,bot_name,ab_mode,symbol,instrument,direction,contracts,entry_price,exit_price,gross_pnl,net_pnl,ticks,win_loss,exit_reason,initial_stop_price,initial_stop_distance,entry_regime,entry_macro,entry_hmm,entry_phase,entry_confidence,entry_reason_code,broad_agree,v3c_regime_at_entry,trade_duration_min,r_multiple,risk_reward_actual,session_trade_rank,daily_pnl_running,export_timestamp,data_quality_flag
2026-05-04,2026-05-04 10:35:01,2026-05-04 10:35:01,V1A,SimV1A - Kalman Fader 2,KalmanPulse_Fader,KalmanPulse_Fader_B,A+,NQ,NQ JUN26,LONG,2,27889.5,27888.5,-35.0,-35.0,-7.0,LOSS,ENVELOPE_BREAK_EXIT,27887.5,80.0,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.0,-0.44,-0.44,1,-35.0,2026-05-04 22:22:41,OK
2026-05-04,2026-05-04 10:35:01,2026-05-04 10:35:01,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,Kalman Fader Mode A,A,NQ,NQ JUN26,LONG,7,27889.75,27888.75,-140.0,-140.0,-4.0,LOSS,EnvelopeBreakExit,,,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.0,,,1,-140.0,2026-05-04 22:22:41,OK
2026-05-04,2026-05-04 10:35:01,2026-05-04 10:35:01,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,KalmanPulse_Fader_A,A,NQ,NQ JUN26,LONG,21,27889.68,27888.5,-485.0,-485.0,-97.0,LOSS,ENVELOPE_BREAK_EXIT,27887.5,915.0,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.0,-0.53,-0.53,2,-625.0,2026-05-04 22:22:41,OK
2026-05-04,2026-05-04 10:35:13,2026-05-04 10:35:14,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,KalmanPulse_Fader_A,A,NQ,NQ JUN26,SHORT,34,27894.65,27896.75,-1410.0,-1410.0,-282.0,LOSS,ENVELOPE_BREAK_EXIT,27897.5,1935.0,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.02,-0.73,-0.73,3,-2035.0,2026-05-04 22:22:41,OK
2026-05-04,2026-05-04 10:35:14,2026-05-04 10:35:14,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,Kalman Fader Mode A,A,NQ,NQ JUN26,SHORT,14,27894.75,27896.5,-490.0,-490.0,-7.0,LOSS,EnvelopeBreakExit,,,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.0,,,4,-2525.0,2026-05-04 22:22:41,OK
2026-05-04,2026-05-04 10:35:18,2026-05-04 10:35:24,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,KalmanPulse_Fader_A,A,NQ,NQ JUN26,SHORT,28,27894.65,27893.75,860.0,860.0,172.0,WIN,STOP_HIT,27897.5,1595.0,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.1,0.54,0.54,5,-1665.0,2026-05-04 22:22:41,OK
2026-05-04,2026-05-04 10:35:18,2026-05-04 10:35:23,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,Kalman Fader Mode A,A,NQ,NQ JUN26,SHORT,12,27894.5,27892.75,420.0,420.0,7.0,WIN,TARGET_HIT,,,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.08,,,6,-1245.0,2026-05-04 22:22:41,OK
2026-05-04,2026-05-04 10:35:29,2026-05-04 10:35:35,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,Kalman Fader Mode A,A,NQ,NQ JUN26,SHORT,9,27894.75,27892.5,405.0,405.0,9.0,WIN,TARGET_HIT,,,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.1,,,7,-840.0,2026-05-04 22:22:41,OK
2026-05-04,2026-05-04 10:35:29,2026-05-04 10:35:38,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,KalmanPulse_Fader_A,A,NQ,NQ JUN26,SHORT,24,27894.68,27889.75,1615.0,1615.0,323.0,WIN,TARGET_HIT,27898.25,1715.0,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.15,0.94,0.94,8,775.0,2026-05-04 22:22:41,OK
2026-05-04,2026-05-04 10:35:42,2026-05-04 10:35:43,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,KalmanPulse_Fader_A,A,NQ,NQ JUN26,LONG,14,27889.41,27887.25,-585.0,-585.0,-117.0,LOSS,ENVELOPE_BREAK_EXIT,27883.0,1795.0,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.02,-0.33,-0.33,9,190.0,2026-05-04 22:22:41,OK
