SnapshotTimestamp,MacroTimestamp,MicroTimestamp,Instrument,MacroRegime,MacroPlaybook,HMM_Micro,Phase,CandidateRegime,FinalRegime,FinalDirection,RegimeConfidence,ConflictScore,ReasonCode,PersistenceStatus,PendingCount,Velocity3CP,HMMFlipCount,PhaseBucket,DevelopingInitiativeScore,InitiativeDirection,RollingEfficiency10m,RollingEfficiency20m,LocalNetMove10mAtr,SameSideVwapMinutes,VwapHoldCount,LateExtensionPenalty,HMMStateProb,HMMStateMargin,HMMStateEntropy,HMMStateAge,IBExtensionPct,CloseVsVwapAtr,NetMoveAtr,DirectionalEfficiency,ReturnedToOpenFlag,TwoSidedTradeFlag,ValueBreakAcceptFlag,LastPrice,Atr5m,Adx5m,Chop5m,Rvol5m,StaleDataFlag,StaleReason,HMMStateAgeBars,AsymHysteresisReason,AsymHysteresisGateOpen,AsymHysteresisEnabled,AllowMomo,AllowAdxx,AllowPine,AllowEsScalper,AllowBracketSniper,AllowExpansionBot,AllowCompressionBot,AllowFadeBot,AllowLong,AllowShort,AllowMomoLong,AllowMomoShort
2026-05-06 13:56:18,2026-05-06 13:55:00,2026-05-06 13:55:00,ES,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,POST_LUNCH_ROTATION,TREND_COMPRESSION,TREND_COMPRESSION,LONG,80,0,BRACKET_MACRO_WITH_INITIATIVE_EVIDENCE,UNCHANGED,0,0.686,0,PM,78.36,LONG,1.0,1.0,0.6872852233676976,260.0,33.0,71.79,0.9994554511142412,0.9989109022272123,0.0033448787317808,51,0.4358974358974359,3.6637679141188735,10.240549828178692,0.0581803982819211,0,1,0,7369.25,3.6375,,,,False,FRESH,11,HYST_BLOCK_ES_TRENDUP_QUARANTINE,False,True,False,False,False,False,False,False,False,False,False,False,False,False
