SnapshotTimestamp,MacroTimestamp,MicroTimestamp,Instrument,MacroRegime,MacroPlaybook,HMM_Micro,Phase,CandidateRegime,FinalRegime,FinalDirection,RegimeConfidence,ConflictScore,ReasonCode,PersistenceStatus,PendingCount,Velocity3CP,HMMFlipCount,PhaseBucket,DevelopingInitiativeScore,InitiativeDirection,RollingEfficiency10m,RollingEfficiency20m,LocalNetMove10mAtr,SameSideVwapMinutes,VwapHoldCount,LateExtensionPenalty,HMMStateProb,HMMStateMargin,HMMStateEntropy,HMMStateAge,IBExtensionPct,CloseVsVwapAtr,NetMoveAtr,DirectionalEfficiency,ReturnedToOpenFlag,TwoSidedTradeFlag,ValueBreakAcceptFlag,LastPrice,Atr5m,Adx5m,Chop5m,Rvol5m,StaleDataFlag,StaleReason,HMMStateAgeBars,AsymHysteresisReason,AsymHysteresisGateOpen,AsymHysteresisEnabled,AllowMomo,AllowAdxx,AllowPine,AllowEsScalper,AllowBracketSniper,AllowExpansionBot,AllowCompressionBot,AllowFadeBot,AllowLong,AllowShort,AllowMomoLong,AllowMomoShort
2026-05-07 10:29:02,2026-05-07 10:25:00,2026-05-07 10:25:00,NQ,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,NEAR_IB_CONDITION,TREND_COMPRESSION,TREND_COMPRESSION,LONG,73,0,DEVELOPING_INITIATIVE_PHASE_AWARE,LOCKED_IMMEDIATE,0,0.0,0,EARLY_AM,74.0,LONG,1.0,1.0,0.6524390243902439,30.0,7.0,0.0,0.9853044743936972,0.9706089487883048,0.0552590072378385,4,0.0,1.8966449204325304,2.914634146341464,0.1054954756124475,0,1,0,28863.75,41.0,,,,False,FRESH,1,HYST_BLOCK_NQ_TRENDUP_NO_MACRO_AGE_1,False,True,False,False,False,False,False,False,False,False,False,False,False,False
