session_key,TimestampET,Symbol,MacroRegime,MacroPlaybook,MacroCheckpointState,HMMRegime,HMMDirection,HMMAsOfTimestampET,HMMJoinLagMinutes,SuggestedAdxMin,SuggestedCiMax,SuggestedSlopeGate,SuggestedStopBucket,SessionVWAP,IBHigh,IBLow,IBExtensionPct,IBWidthATR,PDVAH,PDVAL,TwoSidedFlag,Velocity3P_ATR,VelocityConfirmed,TrendExpansionScore,KalmanSmoothedScore,ConflictScore,Phase,PhaseMultiplier,FinalRegime,FinalDirection,RegimeConfidence,AllowExpansion,AllowMomo,AllowPine,AllowADX_DI,AllowSniper,ExpansionSizePct,AllowExpansion_SizePct,MomoSizePct,AllowMomo_SizePct,PineSizePct,AllowPine_SizePct,ADX_DISizePct,AllowADX_DI_SizePct,SniperSizePct,AllowSniper_SizePct,AllowLong,AllowShort,AllowFadeLong,AllowFadeShort,ReasonCode,OverrideSource,BlockedReason,BotPermissionSummary,AnyDirectionalBotAllowed,AnySizePctPositive,SimTestingMode,StateAgeBars,StaleDataFlag
ES_20260501_16:00,2026-05-01 16:00:00,ES,TREND,TREND_MODERATE,AFTERNOON,TrendDown,SHORT,2026-05-01 16:00:00,0.0,25,35,0.1,NORMAL,7276.8695,7300.75,7255.5,0.0276,8.4782,0.0,0.0,1,-2.5294,1,70.0,47.96,0.0,CASH_CLOSE,0.6,TREND_EMERGING,SHORT,33,0,0,0,1,1,0,0,0,0,0,0,25,25,25,25,0,1,0,0,EMERGING_SIGNAL,,NONE,EXP:0/0|MOMO:0/0|PINE:0/0|ADX_DI:1/25|SNP:1/25|LONG:0|SHORT:1|FADE_L:0|FADE_S:0,1,1,1,1,0
