session_key,TimestampET,Symbol,MacroRegime,MacroPlaybook,MacroCheckpointState,HMMRegime,HMMDirection,HMMAsOfTimestampET,HMMJoinLagMinutes,SuggestedAdxMin,SuggestedCiMax,SuggestedSlopeGate,SuggestedStopBucket,SessionVWAP,IBHigh,IBLow,IBExtensionPct,IBWidthATR,PDVAH,PDVAL,TwoSidedFlag,SameSideVwapMinutes,Velocity3P_ATR,VelocityConfirmed,TrendExpansionScore,KalmanSmoothedScore,ConflictScore,Phase,PhaseMultiplier,FinalRegime,FinalDirection,RegimeConfidence,AllowExpansion,AllowMomo,AllowPine,AllowADX_DI,AllowSniper,ExpansionSizePct,AllowExpansion_SizePct,MomoSizePct,AllowMomo_SizePct,PineSizePct,AllowPine_SizePct,ADX_DISizePct,AllowADX_DI_SizePct,SniperSizePct,AllowSniper_SizePct,AllowLong,AllowShort,AllowFadeLong,AllowFadeShort,ReasonCode,OverrideSource,BlockedReason,BotPermissionGateReason,BotPermissionSummary,AnyDirectionalBotAllowed,AnySizePctPositive,SimTestingMode,StateAgeBars,RegimeFlipCount10Bar,StaleDataFlag,HMMStateAgeBars,AsymHysteresisGateOpen,AsymHysteresisReason,AsymHysteresisEnabled
ES_20260506_16:00,2026-05-06 16:00:00,ES,ROTATION,ROTATION_LIQUID,AFTERNOON,TrendDown,SHORT,2026-05-06 16:00:00,0.0,25,35,0.1,NORMAL,7365.5606,7395.75,7327.25,0.4416,13.7263,7258.5,7257.25,1,139,0.0,0,41.25,42.86,0.0,CASH_CLOSE,0.6,ROTATION_LIQUID,NEUTRAL,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,TWO_SIDED_CONFIRMED,,NO_BOT_PERMISSION|CHOPPY_REGIME_FLIPS|HYST_BLOCK_TRENDDOWN_AGE_1_OF_2,CHOPPY_REGIME_FLIPS|HYST_BLOCK_TRENDDOWN_AGE_1_OF_2,EXP:0/0|MOMO:0/0|PINE:0/0|ADX_DI:0/0|SNP:0/0|LONG:1|SHORT:1|FADE_L:1|FADE_S:1,0,0,1,1,7,0,1,0,HYST_BLOCK_TRENDDOWN_AGE_1_OF_2,1
