session_key,TimestampET,Symbol,MacroRegime,MacroPlaybook,MacroCheckpointState,HMMRegime,HMMDirection,HMMAsOfTimestampET,HMMJoinLagMinutes,SuggestedAdxMin,SuggestedCiMax,SuggestedSlopeGate,SuggestedStopBucket,SessionVWAP,IBHigh,IBLow,IBExtensionPct,IBWidthATR,PDVAH,PDVAL,TwoSidedFlag,Velocity3P_ATR,VelocityConfirmed,TrendExpansionScore,KalmanSmoothedScore,ConflictScore,Phase,PhaseMultiplier,FinalRegime,FinalDirection,RegimeConfidence,AllowExpansion,AllowMomo,AllowPine,AllowADX_DI,AllowSniper,ExpansionSizePct,AllowExpansion_SizePct,MomoSizePct,AllowMomo_SizePct,PineSizePct,AllowPine_SizePct,ADX_DISizePct,AllowADX_DI_SizePct,SniperSizePct,AllowSniper_SizePct,AllowLong,AllowShort,AllowFadeLong,AllowFadeShort,ReasonCode,OverrideSource,BlockedReason,BotPermissionGateReason,BotPermissionSummary,AnyDirectionalBotAllowed,AnySizePctPositive,SimTestingMode,StateAgeBars,RegimeFlipCount10Bar,StaleDataFlag,HMMStateAgeBars,AsymHysteresisGateOpen,AsymHysteresisReason,AsymHysteresisEnabled
NQ_20260506_11:05,2026-05-06 11:05:00,NQ,TREND,TREND_MODERATE,POST_IB,Transition,NEUTRAL,2026-05-06 11:05:00,0.0,20,45,0.06,WIDE,28458.8551,28552.0,28336.0,0.2037,7.0946,27945.0,27935.0,1,0.3449,0,35.0,44.99,0.0,MID_MORNING_DISCOVERY,1.0,TRANSITION,NEUTRAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HMM_TRANSITION_TREND_BLOCKED,,TRANSITION_HMM_TRANSITION_TREND_BLOCKED|CHOPPY_REGIME_FLIPS|HYST_PASSED_TRANSITION_AGE_3,CHOPPY_REGIME_FLIPS|HYST_PASSED_TRANSITION_AGE_3,EXP:0/0|MOMO:0/0|PINE:0/0|ADX_DI:0/0|SNP:0/0|LONG:0|SHORT:0|FADE_L:0|FADE_S:0,0,0,1,3,5,0,3,1,HYST_PASSED_TRANSITION_AGE_3,1
