trade_date,entry_time,exit_time,model_version,account,strategy_name,bot_name,exported_strategy_name,exported_bot_name,registry_strategy_name,registry_bot_name,registry_tab_name,registry_chart_location,source_file,ab_mode,symbol,instrument,direction,contracts,entry_price,exit_price,gross_pnl,net_pnl,ticks,win_loss,exit_reason,initial_stop_price,initial_stop_distance,entry_regime,entry_macro,entry_hmm,entry_phase,entry_confidence,entry_reason_code,broad_agree,v3c_regime_at_entry,trade_duration_min,r_multiple,risk_reward_actual,session_trade_rank,daily_pnl_running,export_timestamp,data_quality_flag
2026-05-07,2026-05-07 04:35:00,2026-05-07 04:55:00,OG,SimADX Gu5,AdxDiCrossBracketOG,OG_AdxDiCrossBracketOG,AdxDiCrossBracketOG,OG_AdxDiCrossBracketOG,UNKNOWN,,,,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_AdxDiCrossBracketOG_TradeLog.csv,OG,NQ,NQ JUN26,SHORT,1,28747.25,28747.25,0.0,0.0,0.0,SCRATCH,STOP_HIT,28769.25,440.0,,,,,,,,,20.0,0.0,0.0,1,0.0,2026-05-07 16:22:27,UNAVAILABLE_REGIME;SHARED_EXPORTER_LABEL
2026-05-07,2026-05-07 04:35:00,2026-05-07 04:40:00,OG,SimADX Pine,AdxDiCrossStrategy_PineTrail,OG_AdxDiCrossStrategyPineTrail,AdxDiCrossStrategy_PineTrail,OG_AdxDiCrossStrategyPineTrail,UNKNOWN,,,,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_AdxDiCrossStrategyPineTrail_TradeLog.csv,OG,NQ,NQ JUN26,SHORT,1,28746.75,28763.0,-325.0,-325.0,-65.0,LOSS,STOP_HIT,28762.5,315.0,,,,,,,,,5.0,-1.03,-1.03,1,-325.0,2026-05-07 16:22:27,UNAVAILABLE_REGIME;SHARED_EXPORTER_LABEL
2026-05-07,2026-05-07 11:30:00,2026-05-07 11:30:00,OG,SimADX Pine,AdxDiCrossStrategy_PineTrail,OG_AdxDiCrossStrategyPineTrail,AdxDiCrossStrategy_PineTrail,OG_AdxDiCrossStrategyPineTrail,UNKNOWN,,,,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_AdxDiCrossStrategyPineTrail_TradeLog.csv,OG,NQ,NQ JUN26,SHORT,1,28857.25,28845.75,230.0,230.0,46.0,WIN,TARGET_HIT,28880.5,465.0,TRANSITION,TREND,Balance,MID_MORNING_DISCOVERY,0.0,HIGH_CONFLICT,0.0,TREND_COMPRESSION,0.0,0.49,0.49,2,-95.0,2026-05-07 16:22:27,SHARED_EXPORTER_LABEL
2026-05-07,2026-05-07 04:35:00,2026-05-07 04:55:00,OG,SimADX1,AdxDiCrossBracketOG 5m Trinity false,OG_AdxDiCrossBracketOG,AdxDiCrossBracketOG 5m Trinity false,OG_AdxDiCrossBracketOG,NQ_Momo_5m_OG,,ADX OG,,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_AdxDiCrossBracketOG_TradeLog.csv,OG,NQ,NQ JUN26,SHORT,1,28747.25,28747.25,0.0,0.0,0.0,SCRATCH,STOP_HIT,28769.25,440.0,,,,,,,,,20.0,0.0,0.0,1,0.0,2026-05-07 16:22:27,UNAVAILABLE_REGIME;SHARED_EXPORTER_LABEL
2026-05-07,2026-05-07 04:35:00,2026-05-07 05:10:00,OG,SimPine1,PINE OG,OG_AdxDiCrossStrategyPineTrail,PINE OG,OG_AdxDiCrossStrategyPineTrail,UNKNOWN,,,,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_AdxDiCrossStrategyPineTrail_TradeLog.csv,OG,NQ,NQ JUN26,SHORT,1,28746.75,28727.75,375.64,371.28,74.3,WIN,STOP_HIT,28792.0,905.0,,,,,,,,,35.0,0.41,0.41,1,371.28,2026-05-07 16:22:27,UNAVAILABLE_REGIME;SHARED_EXPORTER_LABEL
2026-05-07,2026-05-07 11:30:00,2026-05-07 11:35:00,OG,SimPine1,PINE OG,OG_AdxDiCrossStrategyPineTrail,PINE OG,OG_AdxDiCrossStrategyPineTrail,UNKNOWN,,,,C:\Users\Valued Customer\NT8_Regimes\OG\TradeLog\OG_AdxDiCrossStrategyPineTrail_TradeLog.csv,OG,NQ,NQ JUN26,SHORT,1,28857.25,28855.0,40.64,36.28,7.3,WIN,STOP_HIT,28923.5,1325.0,TRANSITION,TREND,Balance,MID_MORNING_DISCOVERY,0.0,HIGH_CONFLICT,0.0,TREND_COMPRESSION,5.0,0.03,0.03,2,407.56,2026-05-07 16:22:27,SHARED_EXPORTER_LABEL
