"Category","SourcePath","CopiedPath","Bytes","LastWriteTime","Lines","HeaderOrFirstLine","Note"
"07_Source_Code","V3D\Scripts\V3D_Daily_Regime_Report.py","07_Source_Code\V3D\Scripts\V3D_Daily_Regime_Report.py","10158","2026-04-27 16:09:03",,"","V3D Python pipeline source."
"07_Source_Code","V3D\Scripts\V3D_Regime_Analysis.py","07_Source_Code\V3D\Scripts\V3D_Regime_Analysis.py","14237","2026-04-27 08:56:42",,"","V3D Python pipeline source."
"07_Source_Code","V3D\Scripts\V3D_Regime_Comparison.py","07_Source_Code\V3D\Scripts\V3D_Regime_Comparison.py","40176","2026-04-27 18:47:34",,"","V3D Python pipeline source."
"08_Docs_Handoffs","Master_Keys\Operator_Start_EOD_Checklist_V3C_V3D.md","08_Docs_Handoffs\Master_Keys\Operator_Start_EOD_Checklist_V3C_V3D.md","4016","2026-05-02 19:54:22","74","# Operator Start / EOD Checklist - V3C and V3D","Operator runbooks and checklists."
"08_Docs_Handoffs","Master_Keys\README_WHICH_KEY_TO_CLICK.txt","08_Docs_Handoffs\Master_Keys\README_WHICH_KEY_TO_CLICK.txt","768","2026-05-02 19:38:54","20","MASTER KEYS - DAILY USE","Operator runbooks and checklists."
"08_Docs_Handoffs","Master_Keys\Stage1_EOD_EOW_Runbook_20260502.md","08_Docs_Handoffs\Master_Keys\Stage1_EOD_EOW_Runbook_20260502.md","7445","2026-05-02 19:53:09","119","# Stage 1 Trade Logging / EOD and EOW Export Runbook","Operator runbooks and checklists."
"08_Docs_Handoffs","Operator_Start_EOD_Checklist_V3C_V3D.md","08_Docs_Handoffs\Operator_Start_EOD_Checklist_V3C_V3D.md","4016","2026-05-02 19:41:27","74","# Operator Start / EOD Checklist - V3C and V3D","Architecture, taxonomy, or handoff reference."
"08_Docs_Handoffs","V1B\V1B_Architecture_Notes.md","08_Docs_Handoffs\V1B\V1B_Architecture_Notes.md","5153","2026-04-30 09:01:56","72","# V1B Architecture â€” Pre-Code Notes","Architecture, taxonomy, or handoff reference."
"08_Docs_Handoffs","V3B\V3B_Architecture_Spec.md","08_Docs_Handoffs\V3B\V3B_Architecture_Spec.md","3998","2026-04-25 16:29:37","77","import os","Architecture, taxonomy, or handoff reference."
"08_Docs_Handoffs","V3C\Docs\V3C_Architecture_Spec.md","08_Docs_Handoffs\V3C\Docs\V3C_Architecture_Spec.md","26750","2026-04-28 14:03:12","598","# V3C Architecture Spec","V3C docs."
"08_Docs_Handoffs","V3C\Docs\V3C_Architecture_SpecV2.md","08_Docs_Handoffs\V3C\Docs\V3C_Architecture_SpecV2.md","25753","2026-04-28 13:59:25","588","# V3C Architecture Spec","V3C docs."
"08_Docs_Handoffs","V3C\Docs\V3C_Folder_Taxonomy.md","08_Docs_Handoffs\V3C\Docs\V3C_Folder_Taxonomy.md","792","2026-04-27 15:58:17","16","# V3C Folder Taxonomy","V3C docs."
"08_Docs_Handoffs","V3C\Docs\V3C_Master_Launcher_Guide.txt","08_Docs_Handoffs\V3C\Docs\V3C_Master_Launcher_Guide.txt","2615","2026-04-27 15:58:17","71","V3C MASTER LAUNCHER GUIDE","V3C docs."
"08_Docs_Handoffs","V3C\Docs\V3C_Operator_Daily_Checklist.md","08_Docs_Handoffs\V3C\Docs\V3C_Operator_Daily_Checklist.md","1261","2026-04-27 15:58:17","25","# V3C Operator Daily Checklist","V3C docs."
"08_Docs_Handoffs","V3C\Docs\V3C_Run_Instructions.md","08_Docs_Handoffs\V3C\Docs\V3C_Run_Instructions.md","1182","2026-04-27 15:58:17","19","# V3C Regime Matrix Launch Instructions","V3C docs."
"08_Docs_Handoffs","V3C\V3C_Taxonomy.xlsx","08_Docs_Handoffs\V3C\V3C_Taxonomy.xlsx","7042","2026-04-26 16:31:52",,"","Architecture, taxonomy, or handoff reference."
"08_Docs_Handoffs","V3D\Docs\Analysis_Package\V3D_Daily_Workflow_Guide.txt","08_Docs_Handoffs\V3D\Docs\Analysis_Package\V3D_Daily_Workflow_Guide.txt","12765","2026-04-27 08:57:16","318","# V3D Regime Analysis & Daily Workflow Guide","V3D docs and imported handoffs."
"08_Docs_Handoffs","V3D\Docs\Analysis_Package\V3D_Quick_Reference.txt","08_Docs_Handoffs\V3D\Docs\Analysis_Package\V3D_Quick_Reference.txt","4562","2026-04-27 08:57:16","148","# V3D QUICK REFERENCE CARD","V3D docs and imported handoffs."
"08_Docs_Handoffs","V3D\Docs\Imported_Files\Handoff Overview & Section Paste.txt","08_Docs_Handoffs\V3D\Docs\Imported_Files\Handoff Overview & Section Paste.txt","4188","2026-04-25 23:27:02","63","Start handoff with : I am building the V3D Institutional Regime Matrix. Here is the relevant specification section for this phase:","V3D docs and imported handoffs."
"08_Docs_Handoffs","V3D\Docs\Imported_Files\strategy review instructions Claude.txt","08_Docs_Handoffs\V3D\Docs\Imported_Files\strategy review instructions Claude.txt","1568","2026-04-26 09:06:38","5","OK the first draft of these are complete. I would like to go through them one by one. Review their internal logic and confirm they specifically follow all of the goals of the template within that regime. Review all past strategy features we reviewed and cross check them and any others that might be considered an enhancement or a must add for this strategy and make a proposal for adding (or subtracting features that might be bloat); consider too since we are in test mode where we might create an alternate strategy within the same regime to test A/B for the next few weeks or months to see how they perform over time: Lets start with ExpansionV3D","V3D docs and imported handoffs."
"08_Docs_Handoffs","V3D\Docs\Imported_Files\V3D_Architecture_Spec.md","08_Docs_Handoffs\V3D\Docs\Imported_Files\V3D_Architecture_Spec.md","41918","2026-04-28 12:26:30","677","# V3D Institutional Regime Matrix â€” Architecture Specification","V3D docs and imported handoffs."
"08_Docs_Handoffs","V3D\Docs\Imported_Files\V3D_ES_Master_Checklist.md","08_Docs_Handoffs\V3D\Docs\Imported_Files\V3D_ES_Master_Checklist.md","14261","2026-04-27 07:25:00","280","# V3D Institutional Regime Matrix â€” ES Master Setup & Test Checklist","V3D docs and imported handoffs."
"08_Docs_Handoffs","V3D\Docs\Imported_Files\V3D_NQ_Master_Checklist.md","08_Docs_Handoffs\V3D\Docs\Imported_Files\V3D_NQ_Master_Checklist.md","18307","2026-04-27 07:25:00","345","# V3D Institutional Regime Matrix â€” NQ Master Setup & Test Checklist","V3D docs and imported handoffs."
"08_Docs_Handoffs","V3D\Docs\Legacy_StageC_Package\V3D_Supervisor_Setup_Guide.txt","08_Docs_Handoffs\V3D\Docs\Legacy_StageC_Package\V3D_Supervisor_Setup_Guide.txt","11188","2026-04-27 07:27:04","274","# V3D RegimeSupervisor â€” Setup and Usage Guide","V3D docs and imported handoffs."
"08_Docs_Handoffs","V3D\Docs\RTH V3C Operator Setup Guide.txt","08_Docs_Handoffs\V3D\Docs\RTH V3C Operator Setup Guide.txt","11337","2026-04-27 11:20:49","347","RTH V3C Operator Setup Guide","V3D docs and imported handoffs."
"08_Docs_Handoffs","V3D\Docs\V3D_ES_Master_Checklist.md","08_Docs_Handoffs\V3D\Docs\V3D_ES_Master_Checklist.md","14261","2026-04-27 12:38:38","280","# V3D Institutional Regime Matrix â€” ES Master Setup & Test Checklist","V3D docs and imported handoffs."
"08_Docs_Handoffs","V3D\Docs\V3D_Folder_Taxonomy.md","08_Docs_Handoffs\V3D\Docs\V3D_Folder_Taxonomy.md","1344","2026-04-27 16:09:03","33","# V3D Folder Taxonomy","V3D docs and imported handoffs."
"08_Docs_Handoffs","V3D\Docs\V3D_FullHistory_Instructions.txt","08_Docs_Handoffs\V3D\Docs\V3D_FullHistory_Instructions.txt","5971","2026-04-27 08:12:43","172","# V3D Full History Processing â€” Step-by-Step Instructions","V3D docs and imported handoffs."
"08_Docs_Handoffs","V3D\Docs\V3D_Master_Launcher_Guide.txt","08_Docs_Handoffs\V3D\Docs\V3D_Master_Launcher_Guide.txt","12999","2026-04-27 09:07:04","413","# V3D Master Launcher â€” Setup & Usage Guide","V3D docs and imported handoffs."
"08_Docs_Handoffs","V3D\Docs\V3D_NQ_Master_Checklist.md","08_Docs_Handoffs\V3D\Docs\V3D_NQ_Master_Checklist.md","18307","2026-04-27 12:38:13","345","# V3D Institutional Regime Matrix â€” NQ Master Setup & Test Checklist","V3D docs and imported handoffs."
"08_Docs_Handoffs","V3D\Docs\V3D_Run_Instructions.md","08_Docs_Handoffs\V3D\Docs\V3D_Run_Instructions.md","1820","2026-04-27 16:10:14","41","# V3D Manual Run Instructions","V3D docs and imported handoffs."
"08_Docs_Handoffs","V3D\Docs\ValueAreaBackfillReporter_Setup.md","08_Docs_Handoffs\V3D\Docs\ValueAreaBackfillReporter_Setup.md","1300","2026-05-01 18:03:52","23","# ValueAreaBackfillReporter Setup","V3D docs and imported handoffs."
"08_Docs_Handoffs","V3D\V3D_Architecture_Spec.md","08_Docs_Handoffs\V3D\V3D_Architecture_Spec.md","41918","2026-04-28 12:33:16","677","# V3D Institutional Regime Matrix â€” Architecture Specification","Architecture, taxonomy, or handoff reference."
