session_key,TimestampET,Symbol,MacroRegime,MacroPlaybook,MacroCheckpointState,HMMRegime,HMMDirection,HMMAsOfTimestampET,HMMJoinLagMinutes,SuggestedAdxMin,SuggestedCiMax,SuggestedSlopeGate,SuggestedStopBucket,SessionVWAP,IBHigh,IBLow,IBExtensionPct,IBWidthATR,PDVAH,PDVAL,TwoSidedFlag,Velocity3P_ATR,VelocityConfirmed,TrendExpansionScore,KalmanSmoothedScore,ConflictScore,Phase,PhaseMultiplier,FinalRegime,FinalDirection,RegimeConfidence,AllowExpansion,AllowMomo,AllowPine,AllowADX_DI,AllowSniper,ExpansionSizePct,AllowExpansion_SizePct,MomoSizePct,AllowMomo_SizePct,PineSizePct,AllowPine_SizePct,ADX_DISizePct,AllowADX_DI_SizePct,SniperSizePct,AllowSniper_SizePct,AllowLong,AllowShort,AllowFadeLong,AllowFadeShort,ReasonCode,OverrideSource,BlockedReason,BotPermissionGateReason,BotPermissionSummary,AnyDirectionalBotAllowed,AnySizePctPositive,SimTestingMode,StateAgeBars,RegimeFlipCount10Bar,StaleDataFlag,HMMStateAgeBars,AsymHysteresisGateOpen,AsymHysteresisReason,AsymHysteresisEnabled
NQ_20260506_11:35,2026-05-06 11:35:00,NQ,ROTATION,ROTATION_LIQUID,POST_IB,Transition,NEUTRAL,2026-05-06 11:35:00,0.0,20,45,0.06,WIDE,28472.0942,28586.75,28336.0,0.2822,9.1548,27945.0,27935.0,1,0.1004,0,40.0,42.82,0.0,MID_MORNING_DISCOVERY,1.0,ROTATION_LIQUID,NEUTRAL,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,TWO_SIDED_CONFIRMED,,NO_BOT_PERMISSION|CHOPPY_REGIME_FLIPS|TRANSITION_EXIT_COOLDOWN|HYST_PASSED_TRANSITION_AGE_4,CHOPPY_REGIME_FLIPS|TRANSITION_EXIT_COOLDOWN|HYST_PASSED_TRANSITION_AGE_4,EXP:0/0|MOMO:0/0|PINE:0/0|ADX_DI:0/0|SNP:0/0|LONG:1|SHORT:1|FADE_L:1|FADE_S:1,0,0,1,1,6,0,4,1,HYST_PASSED_TRANSITION_AGE_4,1
