trade_date,entry_time,exit_time,model_version,account,strategy_name,bot_name,ab_mode,symbol,instrument,direction,contracts,entry_price,exit_price,gross_pnl,net_pnl,ticks,win_loss,exit_reason,initial_stop_price,initial_stop_distance,entry_regime,entry_macro,entry_hmm,entry_phase,entry_confidence,entry_reason_code,broad_agree,v3c_regime_at_entry,trade_duration_min,r_multiple,risk_reward_actual,session_trade_rank,daily_pnl_running,export_timestamp,data_quality_flag,source_path,entry_dt,family,exported_strategy_name,exported_bot_name,registry_strategy_name,registry_bot_name,registry_tab_name,registry_chart_location,source_file,is_compression_candidate,is_kalman_candidate,audit_family,entry_regime_norm,v3c_regime_norm
2026-05-06,2026-05-06 10:19:24,2026-05-06 10:19:41,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,Compression Clean B,,NQ,NQ JUN26,LONG,1,28436.25,28424.75,-230.0,-230.0,-46.0,LOSS,STOP_HIT,,,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,PRE_IB_MATURATION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,0.0,TREND_COMPRESSION,0.28,,,28,120.0,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL,C:\Users\Valued Customer\NT8_Regimes\V3C\History\V3C_TradeLog_20260506.csv,2026-05-06 10:19:24,V3C Daily Export,,NQ_ADX_C,NQ V3C Compression Clean B,,Compression Clean B,Top Middle,C:\Users\Valued Customer\NT8_Regimes\V3D\TradeLog\V3D_TradeLog.csv,True,False,V3C Compression,TREND_COMPRESSION,TREND_COMPRESSION
2026-05-06,2026-05-06 10:20:13,2026-05-06 10:21:13,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,NQ,NQ JUN26,LONG,1,28420.5,28429.75,185.0,185.0,37.0,WIN,TARGET_HIT,,,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,PRE_IB_MATURATION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,0.0,TREND_COMPRESSION,1.0,,,29,305.0,2026-05-06 16:21:14,OK,C:\Users\Valued Customer\NT8_Regimes\V3C\History\V3C_TradeLog_20260506.csv,2026-05-06 10:20:13,V3C Daily Export,NQ V3C Compression Clean B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,Compression Clean B,Top Middle,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2B_TradeLog.csv,True,False,V3C Compression,TREND_COMPRESSION,TREND_COMPRESSION
2026-05-06,2026-05-06 10:20:21,2026-05-06 10:21:13,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,Compression Clean B,,NQ,NQ JUN26,LONG,1,28424.5,28429.75,105.0,105.0,21.0,WIN,TARGET_HIT,,,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,PRE_IB_MATURATION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,0.0,TREND_COMPRESSION,0.87,,,30,410.0,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL,C:\Users\Valued Customer\NT8_Regimes\V3C\History\V3C_TradeLog_20260506.csv,2026-05-06 10:20:21,V3C Daily Export,,NQ_ADX_C,NQ V3C Compression Clean B,,Compression Clean B,Top Middle,C:\Users\Valued Customer\NT8_Regimes\V3D\TradeLog\V3D_TradeLog.csv,True,False,V3C Compression,TREND_COMPRESSION,TREND_COMPRESSION
2026-05-06,2026-05-06 10:22:01,2026-05-06 10:22:01,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,NQ,NQ JUN26,LONG,1,28440.0,28430.25,-195.0,-195.0,-39.0,LOSS,STOP_HIT,28430.5,190.0,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,PRE_IB_MATURATION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,0.0,TREND_COMPRESSION,0.0,-1.03,-1.03,31,215.0,2026-05-06 16:21:14,OK,C:\Users\Valued Customer\NT8_Regimes\V3C\History\V3C_TradeLog_20260506.csv,2026-05-06 10:22:01,V3C Daily Export,NQ V3C Compression Clean B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,Compression Clean B,Top Middle,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2B_TradeLog.csv,True,False,V3C Compression,TREND_COMPRESSION,TREND_COMPRESSION
2026-05-06,2026-05-06 10:22:01,2026-05-06 10:22:14,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,Compression Clean B,,NQ,NQ JUN26,LONG,1,28439.25,28430.25,-180.0,-180.0,-36.0,LOSS,STOP_HIT,,,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,PRE_IB_MATURATION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,0.0,TREND_COMPRESSION,0.22,,,32,35.0,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL,C:\Users\Valued Customer\NT8_Regimes\V3C\History\V3C_TradeLog_20260506.csv,2026-05-06 10:22:01,V3C Daily Export,,NQ_ADX_C,NQ V3C Compression Clean B,,Compression Clean B,Top Middle,C:\Users\Valued Customer\NT8_Regimes\V3D\TradeLog\V3D_TradeLog.csv,True,False,V3C Compression,TREND_COMPRESSION,TREND_COMPRESSION
2026-05-06,2026-05-06 10:22:49,2026-05-06 10:22:49,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,NQ,NQ JUN26,LONG,1,28429.0,28419.5,-190.0,-190.0,-38.0,LOSS,STOP_HIT,28419.5,190.0,TRANSITION,MEAN_REVERSION_MACRO,TrendUp,PRE_IB_MATURATION,55,HIGH_CONFLICT_STAGE_A_B_OR_PRICE_ACTION,0.0,TREND_COMPRESSION,0.0,-1.0,-1.0,33,-155.0,2026-05-06 16:21:14,OK,C:\Users\Valued Customer\NT8_Regimes\V3C\History\V3C_TradeLog_20260506.csv,2026-05-06 10:22:49,V3C Daily Export,NQ V3C Compression Clean B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,Compression Clean B,Top Middle,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2B_TradeLog.csv,True,False,V3C Compression,TRANSITION,TREND_COMPRESSION
2026-05-06,2026-05-06 10:22:50,2026-05-06 10:23:00,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,Compression Clean B,,NQ,NQ JUN26,LONG,1,28429.0,28419.5,-190.0,-190.0,-38.0,LOSS,STOP_HIT,,,TRANSITION,MEAN_REVERSION_MACRO,TrendUp,PRE_IB_MATURATION,55,HIGH_CONFLICT_STAGE_A_B_OR_PRICE_ACTION,0.0,TREND_COMPRESSION,0.17,,,34,-345.0,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL,C:\Users\Valued Customer\NT8_Regimes\V3C\History\V3C_TradeLog_20260506.csv,2026-05-06 10:22:50,V3C Daily Export,,NQ_ADX_C,NQ V3C Compression Clean B,,Compression Clean B,Top Middle,C:\Users\Valued Customer\NT8_Regimes\V3D\TradeLog\V3D_TradeLog.csv,True,False,V3C Compression,TRANSITION,TREND_COMPRESSION
2026-05-06,2026-05-06 10:23:21,2026-05-06 10:24:37,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,NQ,NQ JUN26,LONG,1,28426.0,28416.5,-190.0,-190.0,-38.0,LOSS,STOP_HIT,28416.5,190.0,TRANSITION,MEAN_REVERSION_MACRO,TrendUp,PRE_IB_MATURATION,55,HIGH_CONFLICT_STAGE_A_B_OR_PRICE_ACTION,0.0,TREND_COMPRESSION,1.27,-1.0,-1.0,35,-535.0,2026-05-06 16:21:14,OK,C:\Users\Valued Customer\NT8_Regimes\V3C\History\V3C_TradeLog_20260506.csv,2026-05-06 10:23:21,V3C Daily Export,NQ V3C Compression Clean B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,Compression Clean B,Top Middle,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2B_TradeLog.csv,True,False,V3C Compression,TRANSITION,TREND_COMPRESSION
2026-05-06,2026-05-06 10:24:49,2026-05-06 10:24:55,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,Compression Clean B,,NQ,NQ JUN26,LONG,1,28426.0,28436.25,205.0,205.0,41.0,WIN,TARGET_HIT,,,TRANSITION,MEAN_REVERSION_MACRO,TrendUp,PRE_IB_MATURATION,55,HIGH_CONFLICT_STAGE_A_B_OR_PRICE_ACTION,0.0,TREND_COMPRESSION,0.1,,,36,-330.0,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL,C:\Users\Valued Customer\NT8_Regimes\V3C\History\V3C_TradeLog_20260506.csv,2026-05-06 10:24:49,V3C Daily Export,,NQ_ADX_C,NQ V3C Compression Clean B,,Compression Clean B,Top Middle,C:\Users\Valued Customer\NT8_Regimes\V3D\TradeLog\V3D_TradeLog.csv,True,False,V3C Compression,TRANSITION,TREND_COMPRESSION
2026-05-06,2026-05-06 09:52:00,2026-05-06 09:52:08,V3C,SimV3C-NQ-2C,NQ V3C Compression Sniper C 20-40-60,NQ V3C Compression Sniper C 20-40-60,,NQ,NQ JUN26,LONG,1,28439.5,28472.5,660.0,660.0,132.0,WIN,TARGET_HIT,,,TREND_COMPRESSION,BALANCE_STRUCTURE,TrendUp,EARLY_CONTINUATION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,0.0,TREND_COMPRESSION,0.13,,,1,660.0,2026-05-06 16:21:14,OK,C:\Users\Valued Customer\NT8_Regimes\V3C\History\V3C_TradeLog_20260506.csv,2026-05-06 09:52:00,V3C Daily Export,NQ V3C Compression Sniper C 20-40-60,NQ V3C Compression Sniper C 20-40-60,V3_Compression_Sniper_V3C,,Compression Sniper C,Top Middle,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2C_TradeLog.csv,True,False,V3C Compression,TREND_COMPRESSION,TREND_COMPRESSION
2026-05-06,2026-05-06 10:07:44,2026-05-06 10:09:32,V3C,SimV3C-NQ-2C,V3_Compression_Sniper_V3C,Compression Sniper C,,NQ,NQ JUN26,LONG,1,28429.75,28461.25,630.0,630.0,126.0,WIN,TARGET_HIT,,,ROTATION_ILLIQUID,REVERSION_STRUCTURE,TrendUp,END_FIRST_WINDOW,62,COMPRESSED_BALANCE_LOW_EDGE,0.0,TREND_COMPRESSION,1.8,,,2,1290.0,2026-05-06 16:21:14,SHARED_EXPORTER_LABEL,C:\Users\Valued Customer\NT8_Regimes\V3C\History\V3C_TradeLog_20260506.csv,2026-05-06 10:07:44,V3C Daily Export,,NQ_ADX_C,V3_Compression_Sniper_V3C,,Compression Sniper C,Top Middle,C:\Users\Valued Customer\NT8_Regimes\V3D\TradeLog\V3D_TradeLog.csv,True,False,V3C Compression,ROTATION_ILLIQUID,TREND_COMPRESSION
2026-05-06,2026-05-06 10:07:44,2026-05-06 10:09:31,V3C,SimV3C-NQ-2C,NQ V3C Compression Sniper C 20-40-60,NQ V3C Compression Sniper C 20-40-60,,NQ,NQ JUN26,LONG,1,28429.75,28461.25,630.0,630.0,126.0,WIN,TARGET_HIT,,,ROTATION_ILLIQUID,REVERSION_STRUCTURE,TrendUp,END_FIRST_WINDOW,62,COMPRESSED_BALANCE_LOW_EDGE,0.0,TREND_COMPRESSION,1.78,,,3,1920.0,2026-05-06 16:21:14,OK,C:\Users\Valued Customer\NT8_Regimes\V3C\History\V3C_TradeLog_20260506.csv,2026-05-06 10:07:44,V3C Daily Export,NQ V3C Compression Sniper C 20-40-60,NQ V3C Compression Sniper C 20-40-60,V3_Compression_Sniper_V3C,,Compression Sniper C,Top Middle,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2C_TradeLog.csv,True,False,V3C Compression,ROTATION_ILLIQUID,TREND_COMPRESSION
2026-05-06,2026-05-06 10:21:17,2026-05-06 10:21:17,V3C,SimV3C-NQ-2C,NQ V3C Compression Sniper C 20-40-60,NQ V3C Compression Sniper C 20-40-60,,NQ,NQ JUN26,LONG,1,28439.75,28411.75,-560.0,-560.0,-112.0,LOSS,STOP_HIT,28411.5,565.0,TREND_COMPRESSION,BRACKET_MACRO,TrendUp,PRE_IB_MATURATION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,0.0,TREND_COMPRESSION,0.0,-0.99,-0.99,4,1360.0,2026-05-06 16:21:14,OK,C:\Users\Valued Customer\NT8_Regimes\V3C\History\V3C_TradeLog_20260506.csv,2026-05-06 10:21:17,V3C Daily Export,NQ V3C Compression Sniper C 20-40-60,NQ V3C Compression Sniper C 20-40-60,V3_Compression_Sniper_V3C,,Compression Sniper C,Top Middle,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2C_TradeLog.csv,True,False,V3C Compression,TREND_COMPRESSION,TREND_COMPRESSION
2026-05-06,2026-05-06 10:25:03,2026-05-06 10:33:18,V3C,SimV3C-NQ-2C,NQ V3C Compression Sniper C 20-40-60,NQ V3C Compression Sniper C 20-40-60,,NQ,NQ JUN26,LONG,1,28439.75,28471.5,635.0,635.0,127.0,WIN,TARGET_HIT,,,TRANSITION,MEAN_REVERSION_MACRO,TrendUp,PRE_IB_MATURATION,55,HIGH_CONFLICT_STAGE_A_B_OR_PRICE_ACTION,0.0,TRANSITION,8.25,,,5,1995.0,2026-05-06 16:21:14,OK,C:\Users\Valued Customer\NT8_Regimes\V3C\History\V3C_TradeLog_20260506.csv,2026-05-06 10:25:03,V3C Daily Export,NQ V3C Compression Sniper C 20-40-60,NQ V3C Compression Sniper C 20-40-60,V3_Compression_Sniper_V3C,,Compression Sniper C,Top Middle,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2C_TradeLog.csv,True,False,V3C Compression,TRANSITION,TRANSITION
2026-05-01,2026-05-01 10:35:01,2026-05-01 10:35:01,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader,Kalman Fader Mode A,A,NQ,NQ JUN26,SHORT,1,27811.0,27812.25,-25.0,-25.0,-5.0,LOSS,EnvelopeBreakExit,,,ROTATION_LIQUID,ROTATION,TrendDown,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TREND_COMPRESSION,0.0,,,1,-25.0,2026-05-02 19:39:27,OK,C:\Users\Valued Customer\NT8_Regimes\V1A\History\V1A_TradeLog_20260501.csv,2026-05-01 10:35:01,V1A Daily Export,,,,,,,,False,True,Kalman Faders,ROTATION_LIQUID,TREND_COMPRESSION
2026-05-01,2026-05-01 10:35:02,2026-05-01 10:35:02,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader,Kalman Fader Mode A,A,NQ,NQ JUN26,SHORT,1,27812.0,27814.75,-55.0,-55.0,-11.0,LOSS,EnvelopeBreakExit,,,ROTATION_LIQUID,ROTATION,TrendDown,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TREND_COMPRESSION,0.0,,,2,-80.0,2026-05-02 19:39:27,OK,C:\Users\Valued Customer\NT8_Regimes\V1A\History\V1A_TradeLog_20260501.csv,2026-05-01 10:35:02,V1A Daily Export,,,,,,,,False,True,Kalman Faders,ROTATION_LIQUID,TREND_COMPRESSION
2026-05-04,2026-05-04 10:35:01,2026-05-04 10:35:01,V1A,SimV1A - Kalman Fader 2,KalmanPulse_Fader,KalmanPulse_Fader_B,A+,NQ,NQ JUN26,LONG,2,27889.5,27888.5,-35.0,-35.0,-7.0,LOSS,ENVELOPE_BREAK_EXIT,27887.5,80.0,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.0,-0.44,-0.44,1,-35.0,2026-05-04 22:22:41,OK,C:\Users\Valued Customer\NT8_Regimes\V1A\History\V1A_TradeLog_20260504.csv,2026-05-04 10:35:01,V1A Daily Export,,,,,,,,False,True,Kalman Faders,ROTATION_LIQUID,TRANSITION
2026-05-04,2026-05-04 10:35:01,2026-05-04 10:35:01,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,Kalman Fader Mode A,A,NQ,NQ JUN26,LONG,7,27889.75,27888.75,-140.0,-140.0,-4.0,LOSS,EnvelopeBreakExit,,,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.0,,,1,-140.0,2026-05-04 22:22:41,OK,C:\Users\Valued Customer\NT8_Regimes\V1A\History\V1A_TradeLog_20260504.csv,2026-05-04 10:35:01,V1A Daily Export,,,,,,,,False,True,Kalman Faders,ROTATION_LIQUID,TRANSITION
2026-05-04,2026-05-04 10:35:01,2026-05-04 10:35:01,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,KalmanPulse_Fader_A,A,NQ,NQ JUN26,LONG,21,27889.68,27888.5,-485.0,-485.0,-97.0,LOSS,ENVELOPE_BREAK_EXIT,27887.5,915.0,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.0,-0.53,-0.53,2,-625.0,2026-05-04 22:22:41,OK,C:\Users\Valued Customer\NT8_Regimes\V1A\History\V1A_TradeLog_20260504.csv,2026-05-04 10:35:01,V1A Daily Export,,,,,,,,False,True,Kalman Faders,ROTATION_LIQUID,TRANSITION
2026-05-04,2026-05-04 10:35:13,2026-05-04 10:35:14,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,KalmanPulse_Fader_A,A,NQ,NQ JUN26,SHORT,34,27894.65,27896.75,-1410.0,-1410.0,-282.0,LOSS,ENVELOPE_BREAK_EXIT,27897.5,1935.0,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.02,-0.73,-0.73,3,-2035.0,2026-05-04 22:22:41,OK,C:\Users\Valued Customer\NT8_Regimes\V1A\History\V1A_TradeLog_20260504.csv,2026-05-04 10:35:13,V1A Daily Export,,,,,,,,False,True,Kalman Faders,ROTATION_LIQUID,TRANSITION
2026-05-04,2026-05-04 10:35:14,2026-05-04 10:35:14,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,Kalman Fader Mode A,A,NQ,NQ JUN26,SHORT,14,27894.75,27896.5,-490.0,-490.0,-7.0,LOSS,EnvelopeBreakExit,,,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.0,,,4,-2525.0,2026-05-04 22:22:41,OK,C:\Users\Valued Customer\NT8_Regimes\V1A\History\V1A_TradeLog_20260504.csv,2026-05-04 10:35:14,V1A Daily Export,,,,,,,,False,True,Kalman Faders,ROTATION_LIQUID,TRANSITION
2026-05-04,2026-05-04 10:35:18,2026-05-04 10:35:24,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,KalmanPulse_Fader_A,A,NQ,NQ JUN26,SHORT,28,27894.65,27893.75,860.0,860.0,172.0,WIN,STOP_HIT,27897.5,1595.0,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.1,0.54,0.54,5,-1665.0,2026-05-04 22:22:41,OK,C:\Users\Valued Customer\NT8_Regimes\V1A\History\V1A_TradeLog_20260504.csv,2026-05-04 10:35:18,V1A Daily Export,,,,,,,,False,True,Kalman Faders,ROTATION_LIQUID,TRANSITION
2026-05-04,2026-05-04 10:35:18,2026-05-04 10:35:23,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,Kalman Fader Mode A,A,NQ,NQ JUN26,SHORT,12,27894.5,27892.75,420.0,420.0,7.0,WIN,TARGET_HIT,,,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.08,,,6,-1245.0,2026-05-04 22:22:41,OK,C:\Users\Valued Customer\NT8_Regimes\V1A\History\V1A_TradeLog_20260504.csv,2026-05-04 10:35:18,V1A Daily Export,,,,,,,,False,True,Kalman Faders,ROTATION_LIQUID,TRANSITION
2026-05-04,2026-05-04 10:35:29,2026-05-04 10:35:35,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,Kalman Fader Mode A,A,NQ,NQ JUN26,SHORT,9,27894.75,27892.5,405.0,405.0,9.0,WIN,TARGET_HIT,,,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.1,,,7,-840.0,2026-05-04 22:22:41,OK,C:\Users\Valued Customer\NT8_Regimes\V1A\History\V1A_TradeLog_20260504.csv,2026-05-04 10:35:29,V1A Daily Export,,,,,,,,False,True,Kalman Faders,ROTATION_LIQUID,TRANSITION
2026-05-04,2026-05-04 10:35:29,2026-05-04 10:35:38,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,KalmanPulse_Fader_A,A,NQ,NQ JUN26,SHORT,24,27894.68,27889.75,1615.0,1615.0,323.0,WIN,TARGET_HIT,27898.25,1715.0,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.15,0.94,0.94,8,775.0,2026-05-04 22:22:41,OK,C:\Users\Valued Customer\NT8_Regimes\V1A\History\V1A_TradeLog_20260504.csv,2026-05-04 10:35:29,V1A Daily Export,,,,,,,,False,True,Kalman Faders,ROTATION_LIQUID,TRANSITION
2026-05-04,2026-05-04 10:35:42,2026-05-04 10:35:43,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,KalmanPulse_Fader_A,A,NQ,NQ JUN26,LONG,14,27889.41,27887.25,-585.0,-585.0,-117.0,LOSS,ENVELOPE_BREAK_EXIT,27883.0,1795.0,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.02,-0.33,-0.33,9,190.0,2026-05-04 22:22:41,OK,C:\Users\Valued Customer\NT8_Regimes\V1A\History\V1A_TradeLog_20260504.csv,2026-05-04 10:35:42,V1A Daily Export,,,,,,,,False,True,Kalman Faders,ROTATION_LIQUID,TRANSITION
2026-05-04,2026-05-04 10:35:42,2026-05-04 10:35:43,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,Kalman Fader Mode A,A,NQ,NQ JUN26,LONG,5,27889.5,27887.5,-200.0,-200.0,-8.0,LOSS,EnvelopeBreakExit,,,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.02,,,10,-10.0,2026-05-04 22:22:41,OK,C:\Users\Valued Customer\NT8_Regimes\V1A\History\V1A_TradeLog_20260504.csv,2026-05-04 10:35:42,V1A Daily Export,,,,,,,,False,True,Kalman Faders,ROTATION_LIQUID,TRANSITION
2026-05-04,2026-05-04 10:35:46,2026-05-04 10:35:57,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,Kalman Fader Mode A,A,NQ,NQ JUN26,LONG,6,27888.75,27888.0,-90.0,-90.0,-3.0,LOSS,EnvelopeBreakExit,,,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.18,,,11,-100.0,2026-05-04 22:22:41,OK,C:\Users\Valued Customer\NT8_Regimes\V1A\History\V1A_TradeLog_20260504.csv,2026-05-04 10:35:46,V1A Daily Export,,,,,,,,False,True,Kalman Faders,ROTATION_LIQUID,TRANSITION
2026-05-04,2026-05-04 10:35:46,2026-05-04 10:35:57,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,KalmanPulse_Fader_A,A,NQ,NQ JUN26,LONG,15,27888.2,27887.75,-120.0,-120.0,-24.0,LOSS,ENVELOPE_BREAK_EXIT,27882.75,1635.0,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.18,-0.07,-0.07,12,-220.0,2026-05-04 22:22:41,OK,C:\Users\Valued Customer\NT8_Regimes\V1A\History\V1A_TradeLog_20260504.csv,2026-05-04 10:35:46,V1A Daily Export,,,,,,,,False,True,Kalman Faders,ROTATION_LIQUID,TRANSITION
2026-05-04,2026-05-04 10:36:07,2026-05-04 10:36:15,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,Kalman Fader Mode A,A,NQ,NQ JUN26,LONG,7,27888.5,27886.25,-315.0,-315.0,-9.0,LOSS,EnvelopeBreakExit,,,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.13,,,13,-535.0,2026-05-04 22:22:41,OK,C:\Users\Valued Customer\NT8_Regimes\V1A\History\V1A_TradeLog_20260504.csv,2026-05-04 10:36:07,V1A Daily Export,,,,,,,,False,True,Kalman Faders,ROTATION_LIQUID,TRANSITION
2026-05-04,2026-05-04 10:36:07,2026-05-04 10:36:15,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,KalmanPulse_Fader_A,A,NQ,NQ JUN26,LONG,16,27888.45,27886.0,-770.0,-770.0,-154.0,LOSS,ENVELOPE_BREAK_EXIT,27883.0,1745.0,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.13,-0.44,-0.44,14,-1305.0,2026-05-04 22:22:41,OK,C:\Users\Valued Customer\NT8_Regimes\V1A\History\V1A_TradeLog_20260504.csv,2026-05-04 10:36:07,V1A Daily Export,,,,,,,,False,True,Kalman Faders,ROTATION_LIQUID,TRANSITION
2026-05-04,2026-05-04 10:36:44,2026-05-04 10:36:45,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,Kalman Fader Mode A,A,NQ,NQ JUN26,LONG,6,27885.25,27885.0,-30.0,-30.0,-1.0,LOSS,EnvelopeBreakExit,,,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.02,,,15,-1335.0,2026-05-04 22:22:41,OK,C:\Users\Valued Customer\NT8_Regimes\V1A\History\V1A_TradeLog_20260504.csv,2026-05-04 10:36:44,V1A Daily Export,,,,,,,,False,True,Kalman Faders,ROTATION_LIQUID,TRANSITION
2026-05-04,2026-05-04 10:36:44,2026-05-04 10:36:45,V1A,SimV1A- Kalman Fader 1,KalmanPulse_Fader_V2,KalmanPulse_Fader_A,A,NQ,NQ JUN26,LONG,15,27885.55,27884.75,-225.0,-225.0,-45.0,LOSS,ENVELOPE_BREAK_EXIT,27879.5,1815.0,ROTATION_LIQUID,ROTATION,Transition,POST_IB_MACRO,70,TWO_SIDED_CONFIRMED,0.0,TRANSITION,0.02,-0.12,-0.12,16,-1560.0,2026-05-04 22:22:41,OK,C:\Users\Valued Customer\NT8_Regimes\V1A\History\V1A_TradeLog_20260504.csv,2026-05-04 10:36:44,V1A Daily Export,,,,,,,,False,True,Kalman Faders,ROTATION_LIQUID,TRANSITION
