trade_date,entry_time,exit_time,model_version,account,strategy_name,bot_name,ab_mode,symbol,instrument,direction,contracts,entry_price,exit_price,gross_pnl,net_pnl,ticks,win_loss,exit_reason,initial_stop_price,initial_stop_distance,export_timestamp,source_path,entry_dt,family,design_lane,SnapshotTimestamp,FinalRegime,CandidateRegime,MacroRegime,MacroPlaybook,HMM_Micro,Phase,RegimeConfidence,ReasonCode,AllowCompressionBot,AllowFadeBot,AllowMomo,AllowLong,AllowShort,StaleDataFlag,AsymHysteresisGateOpen,AsymHysteresisReason,join_lag_min,retro_regime,lane_bucket,hypothesis_bucket
2026-05-01,2026-05-01 11:51:33,2026-05-01 11:51:39,V3C,SimV3C-NQ-2A,NQ VC3-A Compression Fast ,NQ VC3-A Compression Fast ,,NQ,NQ JUN26,LONG,1,27867.0,27883.0,320.0,320.0,64.0,WIN,Profit target,,,2026-05-06 10:03:09,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2A_TradeLog.csv,2026-05-01 11:51:33,V3C Compression,TREND_COMPRESSION,2026-05-01 11:48:15,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,MID_MORNING_DISCOVERY,71,DEVELOPING_INITIATIVE_PHASE_AWARE,True,False,True,True,False,False,,,3.3,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 11:52:37,2026-05-01 11:54:29,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,NQ,NQ JUN26,LONG,1,27872.0,27881.75,195.0,195.0,39.0,WIN,Profit target,,,2026-05-06 10:03:06,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2B_TradeLog.csv,2026-05-01 11:52:37,V3C Compression,TREND_COMPRESSION,2026-05-01 11:48:15,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,MID_MORNING_DISCOVERY,71,DEVELOPING_INITIATIVE_PHASE_AWARE,True,False,True,True,False,False,,,4.366666666666666,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 11:54:30,2026-05-01 11:55:00,V3C,SimV3C-NQ-2A,NQ VC3-A Compression Fast ,NQ VC3-A Compression Fast ,,NQ,NQ JUN26,LONG,1,27872.0,27888.25,325.0,325.0,65.0,WIN,Profit target,,,2026-05-06 10:03:09,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2A_TradeLog.csv,2026-05-01 11:54:30,V3C Compression,TREND_COMPRESSION,2026-05-01 11:48:15,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,MID_MORNING_DISCOVERY,71,DEVELOPING_INITIATIVE_PHASE_AWARE,True,False,True,True,False,False,,,6.25,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 11:57:00,2026-05-01 12:06:00,V3C,SimV3C-NQ-2D,V3_Compression_Sniper_V3C D,V3_Compression_Sniper_V3C D,,NQ,NQ JUN26,LONG,1,27900.0,27872.75,-545.0,-545.0,-109.0,LOSS,Stop loss,,,2026-05-06 10:03:18,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2D_TradeLog.csv,2026-05-01 11:57:00,V3C Compression,TREND_COMPRESSION,2026-05-01 11:56:24,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,MID_MORNING_DISCOVERY,65,DEVELOPING_INITIATIVE_PHASE_AWARE,True,False,True,True,False,False,,,0.6,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 12:12:01,2026-05-01 12:17:48,V3C,SimV3C-NQ-2A,NQ VC3-A Compression Fast ,NQ VC3-A Compression Fast ,,NQ,NQ JUN26,LONG,1,27852.0,27867.75,315.0,315.0,63.0,WIN,Profit target,,,2026-05-06 10:03:09,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2A_TradeLog.csv,2026-05-01 12:12:01,V3C Compression,TREND_COMPRESSION,2026-05-01 12:12:01,TRANSITION,TRANSITION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,MID_MORNING_DISCOVERY,50,MACRO_STALE_5827.0MIN,False,False,False,False,False,True,,,0.0,TRANSITION,OUT_OF_LANE,OUT_LEADIN_TRANSITION_ROT_ILLIQUID
2026-05-01,2026-05-01 12:16:00,2026-05-01 12:16:00,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,NQ,NQ JUN26,LONG,1,27852.0,27861.75,195.0,195.0,39.0,WIN,Profit target,,,2026-05-06 10:03:06,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2B_TradeLog.csv,2026-05-01 12:16:00,V3C Compression,TREND_COMPRESSION,2026-05-01 12:12:02,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,False,True,False,False,,,3.966666666666667,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 12:20:01,2026-05-01 12:20:01,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,NQ,NQ JUN26,LONG,1,27860.0,27869.75,195.0,195.0,39.0,WIN,Profit target,,,2026-05-06 10:03:06,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2B_TradeLog.csv,2026-05-01 12:20:01,V3C Compression,TREND_COMPRESSION,2026-05-01 12:16:46,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,False,True,False,False,,,3.25,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 12:20:31,2026-05-01 12:23:50,V3C,SimV3C-NQ-2C,NQ V3C Compression Sniper C 20-40-60,NQ V3C Compression Sniper C 20-40-60,,NQ,NQ JUN26,LONG,1,27852.0,27824.25,-555.0,-555.0,-111.0,LOSS,Stop loss,,,2026-05-06 10:03:07,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2C_TradeLog.csv,2026-05-01 12:20:31,V3C Compression,TREND_COMPRESSION,2026-05-01 12:16:46,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,False,True,False,False,,,3.75,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 12:24:01,2026-05-01 12:24:01,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,NQ,NQ JUN26,LONG,1,27836.0,27845.5,190.0,190.0,38.0,WIN,Profit target,,,2026-05-06 10:03:06,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2B_TradeLog.csv,2026-05-01 12:24:01,V3C Compression,TREND_COMPRESSION,2026-05-01 12:16:46,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,False,True,False,False,,,7.25,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 12:24:14,2026-05-01 12:24:18,V3C,SimV3C-NQ-2A,NQ VC3-A Compression Fast ,NQ VC3-A Compression Fast ,,NQ,NQ JUN26,LONG,1,27837.0,27852.75,315.0,315.0,63.0,WIN,Profit target,,,2026-05-06 10:03:09,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2A_TradeLog.csv,2026-05-01 12:24:14,V3C Compression,TREND_COMPRESSION,2026-05-01 12:16:46,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,False,True,False,False,,,7.466666666666667,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 12:24:46,2026-05-01 12:24:46,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,NQ,NQ JUN26,LONG,1,27848.0,27857.5,190.0,190.0,38.0,WIN,Profit target,,,2026-05-06 10:03:06,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2B_TradeLog.csv,2026-05-01 12:24:46,V3C Compression,TREND_COMPRESSION,2026-05-01 12:16:46,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,False,True,False,False,,,8.0,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 12:27:21,2026-05-01 12:27:21,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,NQ,NQ JUN26,LONG,1,27828.0,27837.5,190.0,190.0,38.0,WIN,Profit target,,,2026-05-06 10:03:06,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2B_TradeLog.csv,2026-05-01 12:27:21,V3C Compression,TREND_COMPRESSION,2026-05-01 12:26:50,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,False,True,False,False,,,0.5166666666666667,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 12:27:23,2026-05-01 12:28:57,V3C,SimV3C-NQ-2A,NQ VC3-A Compression Fast ,NQ VC3-A Compression Fast ,,NQ,NQ JUN26,LONG,1,27827.0,27842.75,315.0,315.0,63.0,WIN,Profit target,,,2026-05-06 10:03:09,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2A_TradeLog.csv,2026-05-01 12:27:23,V3C Compression,TREND_COMPRESSION,2026-05-01 12:26:50,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,False,True,False,False,,,0.55,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 12:29:00,2026-05-01 12:35:00,V1B,SimV1A - Kalman Fader 2,KalmanPulse Fader Mode A+,KalmanPulse_Fader_B,B,NQ,NQ JUN26,LONG,2,27834.75,27819.25,-305.0,-305.0,-61.0,LOSS,ENVELOPE_BREAK_EXIT,27800.25,1380.0,2026-05-06 10:55:15,C:\Users\Valued Customer\NT8_Regimes\V1B\TradeLog\KalmanPulse_Fader_B_TradeLog.csv,2026-05-01 12:29:00,Kalman Faders,ROTATION_LIQUID,2026-05-01 12:28:25,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,False,True,False,False,,,0.5833333333333334,TREND_COMPRESSION,OUT_OF_LANE,OUT_OF_LANE
2026-05-01,2026-05-01 12:29:00,2026-05-01 12:34:00,V1B,SimV1A - Kalman Fader 2,KalmanPulse Fader Mode A+,KalmanPulse_Fader_B,B,NQ,NQ JUN26,LONG,2,27834.75,27818.75,-315.0,-315.0,-63.0,LOSS,STOP_HIT,27818.75,640.0,2026-05-06 12:22:55,C:\Users\Valued Customer\NT8_Regimes\V1B\TradeLog\KalmanPulse_Fader_B_TradeLog.csv,2026-05-01 12:29:00,Kalman Faders,ROTATION_LIQUID,2026-05-01 12:28:25,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,False,True,False,False,,,0.5833333333333334,TREND_COMPRESSION,OUT_OF_LANE,OUT_OF_LANE
2026-05-01,2026-05-01 12:29:00,2026-05-01 12:34:00,V1B,SimV1A - Kalman Fader 2,KalmanPulse Fader Mode A+,KalmanPulse_Fader_B,B,NQ,NQ JUN26,LONG,2,27834.75,27818.75,-315.0,-315.0,-63.0,LOSS,STOP_HIT,27818.75,640.0,2026-05-06 13:36:25,C:\Users\Valued Customer\NT8_Regimes\V1B\TradeLog\KalmanPulse_Fader_B_TradeLog.csv,2026-05-01 12:29:00,Kalman Faders,ROTATION_LIQUID,2026-05-01 12:28:25,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,False,True,False,False,,,0.5833333333333334,TREND_COMPRESSION,OUT_OF_LANE,OUT_OF_LANE
2026-05-01,2026-05-01 12:29:00,2026-05-01 12:34:00,V1B,SimV1A - Kalman Fader 2,KalmanPulse Fader Mode A+,KalmanPulse_Fader_B,B,NQ,NQ JUN26,LONG,2,27834.75,27818.75,-315.0,-315.0,-63.0,LOSS,STOP_HIT,27818.75,640.0,2026-05-06 13:41:20,C:\Users\Valued Customer\NT8_Regimes\V1B\TradeLog\KalmanPulse_Fader_B_TradeLog.csv,2026-05-01 12:29:00,Kalman Faders,ROTATION_LIQUID,2026-05-01 12:28:25,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,False,True,False,False,,,0.5833333333333334,TREND_COMPRESSION,OUT_OF_LANE,OUT_OF_LANE
2026-05-01,2026-05-01 12:29:00,2026-05-01 12:34:00,V1B,SimV1A - Kalman Fader 2,KalmanPulse Fader Mode A+,KalmanPulse_Fader_B,A,NQ,NQ JUN26,LONG,2,27834.75,27818.75,-315.0,-315.0,-63.0,LOSS,STOP_HIT,27818.75,640.0,2026-05-06 13:43:35,C:\Users\Valued Customer\NT8_Regimes\V1B\TradeLog\KalmanPulse_Fader_B_TradeLog.csv,2026-05-01 12:29:00,Kalman Faders,ROTATION_LIQUID,2026-05-01 12:28:25,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,False,True,False,False,,,0.5833333333333334,TREND_COMPRESSION,OUT_OF_LANE,OUT_OF_LANE
2026-05-01,2026-05-01 12:30:25,2026-05-01 12:30:25,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,NQ,NQ JUN26,LONG,1,27832.0,27841.5,190.0,190.0,38.0,WIN,Profit target,,,2026-05-06 10:03:06,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2B_TradeLog.csv,2026-05-01 12:30:25,V3C Compression,TREND_COMPRESSION,2026-05-01 12:28:25,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,False,True,False,False,,,2.0,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 12:34:45,2026-05-01 12:34:55,V3C,SimV3C-NQ-2A,NQ VC3-A Compression Fast ,NQ VC3-A Compression Fast ,,NQ,NQ JUN26,LONG,1,27817.0,27833.0,320.0,320.0,64.0,WIN,Profit target,,,2026-05-06 10:03:09,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2A_TradeLog.csv,2026-05-01 12:34:45,V3C Compression,TREND_COMPRESSION,2026-05-01 12:28:25,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,False,True,False,False,,,6.333333333333333,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 12:34:51,2026-05-01 12:34:51,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,NQ,NQ JUN26,LONG,1,27820.0,27829.5,190.0,190.0,38.0,WIN,Profit target,,,2026-05-06 10:03:06,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2B_TradeLog.csv,2026-05-01 12:34:51,V3C Compression,TREND_COMPRESSION,2026-05-01 12:28:25,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,False,True,False,False,,,6.433333333333334,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 12:38:41,2026-05-01 12:38:41,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,NQ,NQ JUN26,LONG,1,27828.0,27837.75,195.0,195.0,39.0,WIN,Profit target,,,2026-05-06 10:03:06,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2B_TradeLog.csv,2026-05-01 12:38:41,V3C Compression,TREND_COMPRESSION,2026-05-01 12:36:52,TREND_COMPRESSION,ROTATION_ILLIQUID,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,62,COMPRESSED_BALANCE_LOW_EDGE,True,False,False,True,False,False,,,1.8166666666666667,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 12:39:10,2026-05-01 12:39:31,V3C,SimV3C-NQ-2A,NQ VC3-A Compression Fast ,NQ VC3-A Compression Fast ,,NQ,NQ JUN26,LONG,1,27827.0,27842.75,315.0,315.0,63.0,WIN,Profit target,,,2026-05-06 10:03:09,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2A_TradeLog.csv,2026-05-01 12:39:10,V3C Compression,TREND_COMPRESSION,2026-05-01 12:36:52,TREND_COMPRESSION,ROTATION_ILLIQUID,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,62,COMPRESSED_BALANCE_LOW_EDGE,True,False,False,True,False,False,,,2.3,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 12:39:31,2026-05-01 12:55:12,V3C,SimV3C-NQ-2C,NQ V3C Compression Sniper C 20-40-60,NQ V3C Compression Sniper C 20-40-60,,NQ,NQ JUN26,LONG,1,27822.0,27854.0,640.0,640.0,128.0,WIN,Profit target,,,2026-05-06 10:03:07,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2C_TradeLog.csv,2026-05-01 12:39:31,V3C Compression,TREND_COMPRESSION,2026-05-01 12:36:52,TREND_COMPRESSION,ROTATION_ILLIQUID,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,62,COMPRESSED_BALANCE_LOW_EDGE,True,False,False,True,False,False,,,2.65,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 12:45:35,2026-05-01 12:54:01,V3C,SimV3C-NQ-2A,NQ VC3-A Compression Fast ,NQ VC3-A Compression Fast ,,NQ,NQ JUN26,LONG,1,27817.0,27832.75,315.0,315.0,63.0,WIN,Profit target,,,2026-05-06 10:03:09,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2A_TradeLog.csv,2026-05-01 12:45:35,V3C Compression,TREND_COMPRESSION,2026-05-01 12:36:52,TREND_COMPRESSION,ROTATION_ILLIQUID,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,62,COMPRESSED_BALANCE_LOW_EDGE,True,False,False,True,False,False,,,8.716666666666667,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 12:45:39,2026-05-01 12:45:39,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,NQ,NQ JUN26,LONG,1,27820.0,27829.5,190.0,190.0,38.0,WIN,Profit target,,,2026-05-06 10:03:06,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2B_TradeLog.csv,2026-05-01 12:45:39,V3C Compression,TREND_COMPRESSION,2026-05-01 12:36:52,TREND_COMPRESSION,ROTATION_ILLIQUID,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,62,COMPRESSED_BALANCE_LOW_EDGE,True,False,False,True,False,False,,,8.783333333333333,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 12:48:01,2026-05-01 12:48:01,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,NQ,NQ JUN26,LONG,1,27816.0,27825.5,190.0,190.0,38.0,WIN,Profit target,,,2026-05-06 10:03:06,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2B_TradeLog.csv,2026-05-01 12:48:01,V3C Compression,TREND_COMPRESSION,2026-05-01 12:46:52,TRANSITION,TRANSITION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,50,NO_CLEAR_STAGE_C_ALIGNMENT,False,False,False,False,False,False,,,1.15,TRANSITION,OUT_OF_LANE,OUT_LEADIN_TRANSITION_ROT_ILLIQUID
2026-05-01,2026-05-01 12:51:00,2026-05-01 12:51:00,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,NQ,NQ JUN26,LONG,1,27816.0,27825.5,190.0,190.0,38.0,WIN,Profit target,,,2026-05-06 10:03:06,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2B_TradeLog.csv,2026-05-01 12:51:00,V3C Compression,TREND_COMPRESSION,2026-05-01 12:46:52,TRANSITION,TRANSITION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,50,NO_CLEAR_STAGE_C_ALIGNMENT,False,False,False,False,False,False,,,4.133333333333334,TRANSITION,OUT_OF_LANE,OUT_LEADIN_TRANSITION_ROT_ILLIQUID
2026-05-01,2026-05-01 12:57:00,2026-05-01 13:18:00,V3C,SimV3C-NQ-2D,V3_Compression_Sniper_V3C D,V3_Compression_Sniper_V3C D,,NQ,NQ JUN26,LONG,1,27844.75,27870.0,505.0,505.0,101.0,WIN,Profit target,,,2026-05-06 10:03:18,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2D_TradeLog.csv,2026-05-01 12:57:00,V3C Compression,TREND_COMPRESSION,2026-05-01 12:56:46,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,False,True,False,False,,,0.23333333333333334,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 13:01:01,2026-05-01 13:01:01,V3C,SimV3C-NQ-2B,NQ V3C Compression Clean B,NQ V3C Compression Clean B,,NQ,NQ JUN26,LONG,1,27836.0,27845.75,195.0,195.0,39.0,WIN,Profit target,,,2026-05-06 10:03:06,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2B_TradeLog.csv,2026-05-01 13:01:01,V3C Compression,TREND_COMPRESSION,2026-05-01 12:56:46,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,False,True,False,False,,,4.25,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 13:01:43,2026-05-01 13:11:10,V3C,SimV3C-NQ-2A,NQ VC3-A Compression Fast ,NQ VC3-A Compression Fast ,,NQ,NQ JUN26,LONG,1,27837.0,27853.0,320.0,320.0,64.0,WIN,Profit target,,,2026-05-06 10:03:09,C:\Users\Valued Customer\NT8_Regimes\V3C\TradeLog\SimV3C_NQ_2A_TradeLog.csv,2026-05-01 13:01:43,V3C Compression,TREND_COMPRESSION,2026-05-01 12:56:46,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,LUNCH_AUCTION,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,False,True,False,False,,,4.95,TREND_COMPRESSION,IN_LANE,IN_LANE
2026-05-01,2026-05-01 14:08:00,2026-05-01 14:10:00,V1B,SimV1A - Kalman Fader 2,KalmanPulse Fader Mode A+,KalmanPulse_Fader_B,B,NQ,NQ JUN26,LONG,2,27865.75,27878.75,430.0,430.0,86.0,WIN,TARGET_HIT,27857.25,340.0,2026-05-06 13:41:20,C:\Users\Valued Customer\NT8_Regimes\V1B\TradeLog\KalmanPulse_Fader_B_TradeLog.csv,2026-05-01 14:08:00,Kalman Faders,ROTATION_LIQUID,2026-05-01 14:06:41,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,AFTERNOON_TREND_TEST,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,True,True,False,False,,,1.3166666666666667,TREND_COMPRESSION,OUT_OF_LANE,OUT_OF_LANE
2026-05-01,2026-05-01 14:08:00,2026-05-01 14:10:00,V1B,SimV1A - Kalman Fader 2,KalmanPulse Fader Mode A+,KalmanPulse_Fader_B,B,NQ,NQ JUN26,LONG,2,27865.75,27878.75,430.0,430.0,86.0,WIN,TARGET_HIT,27857.25,340.0,2026-05-06 12:22:55,C:\Users\Valued Customer\NT8_Regimes\V1B\TradeLog\KalmanPulse_Fader_B_TradeLog.csv,2026-05-01 14:08:00,Kalman Faders,ROTATION_LIQUID,2026-05-01 14:06:41,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,AFTERNOON_TREND_TEST,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,True,True,False,False,,,1.3166666666666667,TREND_COMPRESSION,OUT_OF_LANE,OUT_OF_LANE
2026-05-01,2026-05-01 14:08:00,2026-05-01 14:10:00,V1B,SimV1A - Kalman Fader 2,KalmanPulse Fader Mode A+,KalmanPulse_Fader_B,A,NQ,NQ JUN26,LONG,2,27865.75,27878.75,430.0,430.0,86.0,WIN,TARGET_HIT,27857.25,340.0,2026-05-06 13:43:35,C:\Users\Valued Customer\NT8_Regimes\V1B\TradeLog\KalmanPulse_Fader_B_TradeLog.csv,2026-05-01 14:08:00,Kalman Faders,ROTATION_LIQUID,2026-05-01 14:06:41,TREND_COMPRESSION,TREND_COMPRESSION,BRACKET_MACRO,ROTATION_ILLIQUID,TrendUp,AFTERNOON_TREND_TEST,66,MICRO_TREND_INSIDE_MACRO_STRUCTURE,True,False,True,True,False,False,,,1.3166666666666667,TREND_COMPRESSION,OUT_OF_LANE,OUT_OF_LANE
