trade_date,entry_time,exit_time,model_version,account,strategy_name,bot_name,ab_mode,symbol,instrument,direction,contracts,entry_price,exit_price,gross_pnl,net_pnl,ticks,win_loss,exit_reason,initial_stop_price,initial_stop_distance,entry_regime,entry_macro,entry_hmm,entry_phase,entry_confidence,entry_reason_code,broad_agree,v3c_regime_at_entry,trade_duration_min,r_multiple,risk_reward_actual,session_trade_rank,daily_pnl_running,export_timestamp,data_quality_flag
2026-04-29,2026-04-29 10:46:09,2026-04-29 10:46:44,V3D,DEMO1419193,UNKNOWN,NQ_ADX_B,UNKNOWN,NQ,NQ JUN26,LONG,1,27298.0,27302.5,90.0,90.0,18.0,WIN,STOP_HIT,,,TREND_EMERGING,TREND,TrendUp,POST_IB_MACRO,39,EMERGING_SIGNAL,0,TRANSITION,0.58,,,1,90.0,2026-05-03 12:44:18,UNMAPPED_ACCOUNT
2026-04-29,2026-04-29 10:47:43,2026-04-29 10:47:55,V3D,DEMO1419193,UNKNOWN,NQ_ADX_B,UNKNOWN,NQ,NQ JUN26,LONG,1,27287.5,27290.25,55.0,55.0,11.0,WIN,STOP_HIT,,,TREND_EMERGING,TREND,TrendUp,POST_IB_MACRO,39,EMERGING_SIGNAL,0,TRANSITION,0.2,,,2,145.0,2026-05-03 12:44:18,UNMAPPED_ACCOUNT
2026-04-29,2026-04-29 10:48:18,2026-04-29 10:48:46,V3D,DEMO1419193,UNKNOWN,NQ_ADX_B,UNKNOWN,NQ,NQ JUN26,LONG,1,27290.75,27297.5,135.0,135.0,27.0,WIN,STOP_HIT,,,TREND_EMERGING,TREND,TrendUp,POST_IB_MACRO,39,EMERGING_SIGNAL,0,TRANSITION,0.47,,,3,280.0,2026-05-03 12:44:18,UNMAPPED_ACCOUNT
2026-04-29,2026-04-29 10:49:10,2026-04-29 10:50:21,V3D,DEMO1419193,UNKNOWN,NQ_ADX_B,UNKNOWN,NQ,NQ JUN26,LONG,1,27296.0,27287.25,-175.0,-175.0,-35.0,LOSS,Target1,,,TREND_EMERGING,TREND,TrendUp,POST_IB_MACRO,39,EMERGING_SIGNAL,0,TRANSITION,1.18,,,4,105.0,2026-05-03 12:44:18,UNMAPPED_ACCOUNT
2026-04-29,2026-04-29 10:57:19,2026-04-29 10:58:36,V3D,DEMO1419193,UNKNOWN,NQ_ADX_B,UNKNOWN,NQ,NQ JUN26,LONG,1,27300.5,27294.75,-115.0,-115.0,-23.0,LOSS,Target1,,,ROTATION_LIQUID,ROTATION,TrendUp,MID_MORNING_DISCOVERY,70,TWO_SIDED_CONFIRMED,0,TREND_COMPRESSION,1.28,,,5,-10.0,2026-05-03 12:44:18,UNMAPPED_ACCOUNT
2026-04-30,2026-04-30 09:42:05,2026-04-30 09:42:15,V3D,DEMO1419193,UNKNOWN,NQ_ADX_C,UNKNOWN,NQ,NQ JUN26,LONG,1,27283.25,27294.5,225.0,225.0,45.0,WIN,STOP_HIT,,,TRANSITION,TREND,Transition,OPENING_AUCTION,0,HMM_TRANSITION_TREND_BLOCKED,0,TRANSITION,0.17,,,1,225.0,2026-05-03 12:44:18,UNMAPPED_ACCOUNT
2026-04-30,2026-04-30 09:42:44,2026-04-30 09:43:10,V3D,DEMO1419193,UNKNOWN,NQ_ADX_C,UNKNOWN,NQ,NQ JUN26,LONG,1,27304.25,27310.75,130.0,130.0,26.0,WIN,STOP_HIT,,,TRANSITION,TREND,Transition,OPENING_AUCTION,0,HMM_TRANSITION_TREND_BLOCKED,0,TRANSITION,0.43,,,2,355.0,2026-05-03 12:44:18,UNMAPPED_ACCOUNT
2026-04-30,2026-04-30 09:43:23,2026-04-30 09:43:24,V3D,DEMO1419193,UNKNOWN,NQ_ADX_C,UNKNOWN,NQ,NQ JUN26,LONG,1,27299.25,27304.25,100.0,100.0,20.0,WIN,STOP_HIT,,,TRANSITION,TREND,Transition,OPENING_AUCTION,0,HMM_TRANSITION_TREND_BLOCKED,0,TRANSITION,0.02,,,3,455.0,2026-05-03 12:44:18,UNMAPPED_ACCOUNT
2026-04-30,2026-04-30 09:43:25,2026-04-30 09:43:27,V3D,DEMO1419193,UNKNOWN,NQ_ADX_C,UNKNOWN,NQ,NQ JUN26,LONG,1,27304.75,27308.75,80.0,80.0,16.0,WIN,STOP_HIT,,,TRANSITION,TREND,Transition,OPENING_AUCTION,0,HMM_TRANSITION_TREND_BLOCKED,0,TRANSITION,0.03,,,4,535.0,2026-05-03 12:44:18,UNMAPPED_ACCOUNT
2026-04-30,2026-04-30 09:50:48,2026-04-30 09:51:50,V3D,DEMO1419193,UNKNOWN,NQ_ADX_C,UNKNOWN,NQ,NQ JUN26,LONG,1,27329.25,27280.25,-980.0,-980.0,-196.0,LOSS,STOP_HIT,,,ROTATION_LIQUID,ROTATION,Transition,EARLY_TEST,70,TWO_SIDED_CONFIRMED,0,TREND_COMPRESSION,1.03,,,5,-445.0,2026-05-03 12:44:18,UNMAPPED_ACCOUNT
2026-04-30,2026-04-30 09:52:05,2026-04-30 09:52:14,V3D,DEMO1419193,UNKNOWN,NQ_ADX_C,UNKNOWN,NQ,NQ JUN26,LONG,1,27274.0,27281.25,145.0,145.0,29.0,WIN,Target1,,,ROTATION_LIQUID,ROTATION,Transition,EARLY_TEST,70,TWO_SIDED_CONFIRMED,0,TREND_COMPRESSION,0.15,,,6,-300.0,2026-05-03 12:44:18,UNMAPPED_ACCOUNT
